scenario,topology,tier_index,tier_name,mars_base_latency_s,blackout_duration_s,seed,pre_success,pre_total,during_success,during_total,post_success,post_total,avg_latency_s,first_post_blackout_s,earth_local_success,earth_local_total,mars_local_success,mars_local_total
blackout_only,sparse,0,mars,186.0,900.0,71,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,1,moon,186.0,900.0,71,5,5,7,7,20,20,5.129678,6.717473,1777,1777,1980,1980
blackout_only,sparse,2,leo,186.0,900.0,71,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,3,earth,186.0,900.0,71,5,5,8,8,21,21,0.182547,62.557972,1777,1777,1980,1980
with_repeater,sparse,0,mars,186.0,900.0,71,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,1,moon,186.0,900.0,71,5,5,7,7,20,20,5.132195,6.747061,1777,1777,1980,1980
with_repeater,sparse,2,leo,186.0,900.0,71,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,3,earth,186.0,900.0,71,5,5,8,8,21,21,0.181722,62.541249,1777,1777,1980,1980
blackout_only,sparse,0,mars,186.0,900.0,72,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,1,moon,186.0,900.0,72,5,5,7,7,20,20,5.131509,6.659382,1777,1777,1980,1980
blackout_only,sparse,2,leo,186.0,900.0,72,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,3,earth,186.0,900.0,72,5,5,8,8,21,21,0.182673,62.580592,1777,1777,1980,1980
with_repeater,sparse,0,mars,186.0,900.0,72,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,1,moon,186.0,900.0,72,5,5,7,7,20,20,5.130416,6.669511,1777,1777,1980,1980
with_repeater,sparse,2,leo,186.0,900.0,72,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,3,earth,186.0,900.0,72,5,5,8,8,21,21,0.181982,62.543753,1777,1777,1980,1980
blackout_only,sparse,0,mars,186.0,900.0,73,0,1,0,2,0,3,,,1778,1778,1980,1980
blackout_only,sparse,1,moon,186.0,900.0,73,5,5,7,7,20,20,5.129218,6.641198,1778,1778,1980,1980
blackout_only,sparse,2,leo,186.0,900.0,73,0,1,0,2,0,3,,,1778,1778,1980,1980
blackout_only,sparse,3,earth,186.0,900.0,73,5,5,8,8,21,21,0.180564,62.503383,1778,1778,1980,1980
with_repeater,sparse,0,mars,186.0,900.0,73,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,sparse,1,moon,186.0,900.0,73,5,5,7,7,20,20,5.133072,6.714617,1778,1778,1980,1980
with_repeater,sparse,2,leo,186.0,900.0,73,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,sparse,3,earth,186.0,900.0,73,5,5,8,8,21,21,0.179450,62.515241,1778,1778,1980,1980
blackout_only,sparse,0,mars,186.0,900.0,74,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,1,moon,186.0,900.0,74,5,5,7,7,20,20,5.132005,6.717805,1777,1777,1980,1980
blackout_only,sparse,2,leo,186.0,900.0,74,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,3,earth,186.0,900.0,74,5,5,8,8,21,21,0.184404,62.588039,1777,1777,1980,1980
with_repeater,sparse,0,mars,186.0,900.0,74,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,1,moon,186.0,900.0,74,5,5,7,7,20,20,5.132787,6.695227,1777,1777,1980,1980
with_repeater,sparse,2,leo,186.0,900.0,74,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,3,earth,186.0,900.0,74,5,5,8,8,21,21,0.182756,62.561783,1777,1777,1980,1980
blackout_only,sparse,0,mars,186.0,900.0,75,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,1,moon,186.0,900.0,75,5,5,7,7,20,20,5.130419,6.713235,1777,1777,1980,1980
blackout_only,sparse,2,leo,186.0,900.0,75,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,3,earth,186.0,900.0,75,5,5,8,8,21,21,0.181455,62.526546,1777,1777,1980,1980
with_repeater,sparse,0,mars,186.0,900.0,75,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,sparse,1,moon,186.0,900.0,75,5,5,7,7,20,20,5.131135,6.721323,1778,1778,1980,1980
with_repeater,sparse,2,leo,186.0,900.0,75,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,sparse,3,earth,186.0,900.0,75,5,5,8,8,21,21,0.184238,62.582899,1778,1778,1980,1980
blackout_only,sparse,0,mars,186.0,900.0,76,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,1,moon,186.0,900.0,76,5,5,7,7,20,20,5.129821,6.721905,1777,1777,1980,1980
blackout_only,sparse,2,leo,186.0,900.0,76,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,3,earth,186.0,900.0,76,5,5,8,8,21,21,0.184569,62.566844,1777,1777,1980,1980
with_repeater,sparse,0,mars,186.0,900.0,76,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,1,moon,186.0,900.0,76,5,5,7,7,20,20,5.131340,6.709750,1777,1777,1980,1980
with_repeater,sparse,2,leo,186.0,900.0,76,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,3,earth,186.0,900.0,76,5,5,8,8,21,21,0.181207,62.527351,1777,1777,1980,1980
blackout_only,sparse,0,mars,186.0,900.0,77,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,1,moon,186.0,900.0,77,5,5,7,7,20,20,5.132803,6.741820,1777,1777,1980,1980
blackout_only,sparse,2,leo,186.0,900.0,77,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,3,earth,186.0,900.0,77,5,5,8,8,21,21,0.184999,62.591911,1777,1777,1980,1980
with_repeater,sparse,0,mars,186.0,900.0,77,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,1,moon,186.0,900.0,77,5,5,7,7,20,20,5.131554,6.714812,1777,1777,1980,1980
with_repeater,sparse,2,leo,186.0,900.0,77,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,3,earth,186.0,900.0,77,5,5,8,8,21,21,0.184747,62.551431,1777,1777,1980,1980
blackout_only,sparse,0,mars,186.0,900.0,78,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,1,moon,186.0,900.0,78,5,5,7,7,20,20,5.130005,6.692962,1777,1777,1980,1980
blackout_only,sparse,2,leo,186.0,900.0,78,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,3,earth,186.0,900.0,78,5,5,8,8,21,21,0.183590,62.509143,1777,1777,1980,1980
with_repeater,sparse,0,mars,186.0,900.0,78,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,1,moon,186.0,900.0,78,5,5,7,7,20,20,5.132641,6.741029,1777,1777,1980,1980
with_repeater,sparse,2,leo,186.0,900.0,78,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,3,earth,186.0,900.0,78,5,5,8,8,21,21,0.183448,62.545540,1777,1777,1980,1980
blackout_only,sparse,0,mars,186.0,900.0,79,0,1,0,2,0,3,,,1778,1778,1980,1980
blackout_only,sparse,1,moon,186.0,900.0,79,5,5,7,7,20,20,5.132719,6.690844,1778,1778,1980,1980
blackout_only,sparse,2,leo,186.0,900.0,79,0,1,0,2,0,3,,,1778,1778,1980,1980
blackout_only,sparse,3,earth,186.0,900.0,79,5,5,8,8,21,21,0.183738,62.531767,1778,1778,1980,1980
with_repeater,sparse,0,mars,186.0,900.0,79,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,sparse,1,moon,186.0,900.0,79,5,5,7,7,20,20,5.134697,6.707772,1778,1778,1980,1980
with_repeater,sparse,2,leo,186.0,900.0,79,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,sparse,3,earth,186.0,900.0,79,5,5,8,8,21,21,0.182754,62.516194,1778,1778,1980,1980
blackout_only,sparse,0,mars,186.0,900.0,80,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,1,moon,186.0,900.0,80,5,5,7,7,20,20,5.130948,6.673703,1777,1777,1980,1980
blackout_only,sparse,2,leo,186.0,900.0,80,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,3,earth,186.0,900.0,80,5,5,8,8,21,21,0.184845,62.604535,1777,1777,1980,1980
with_repeater,sparse,0,mars,186.0,900.0,80,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,1,moon,186.0,900.0,80,5,5,7,7,20,20,5.130319,6.664326,1777,1777,1980,1980
with_repeater,sparse,2,leo,186.0,900.0,80,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,3,earth,186.0,900.0,80,5,5,8,8,21,21,0.181866,62.536527,1777,1777,1980,1980
blackout_only,sparse,0,mars,186.0,900.0,81,0,1,0,2,0,3,,,1778,1778,1980,1980
blackout_only,sparse,1,moon,186.0,900.0,81,5,5,7,7,20,20,5.130328,6.708044,1778,1778,1980,1980
blackout_only,sparse,2,leo,186.0,900.0,81,0,1,0,2,0,3,,,1778,1778,1980,1980
blackout_only,sparse,3,earth,186.0,900.0,81,5,5,8,8,21,21,0.182898,62.567308,1778,1778,1980,1980
with_repeater,sparse,0,mars,186.0,900.0,81,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,sparse,1,moon,186.0,900.0,81,5,5,7,7,20,20,5.131644,6.705261,1778,1778,1980,1980
with_repeater,sparse,2,leo,186.0,900.0,81,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,sparse,3,earth,186.0,900.0,81,5,5,8,8,21,21,0.184702,62.590151,1778,1778,1980,1980
blackout_only,sparse,0,mars,186.0,900.0,82,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,1,moon,186.0,900.0,82,5,5,7,7,20,20,5.129572,6.661499,1777,1777,1980,1980
blackout_only,sparse,2,leo,186.0,900.0,82,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,3,earth,186.0,900.0,82,5,5,8,8,21,21,0.180530,62.525999,1777,1777,1980,1980
with_repeater,sparse,0,mars,186.0,900.0,82,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,sparse,1,moon,186.0,900.0,82,5,5,7,7,20,20,5.133212,6.687962,1778,1778,1980,1980
with_repeater,sparse,2,leo,186.0,900.0,82,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,sparse,3,earth,186.0,900.0,82,5,5,8,8,21,21,0.184092,62.548372,1778,1778,1980,1980
blackout_only,sparse,0,mars,186.0,900.0,83,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,1,moon,186.0,900.0,83,5,5,7,7,20,20,5.131992,6.746541,1777,1777,1980,1980
blackout_only,sparse,2,leo,186.0,900.0,83,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,3,earth,186.0,900.0,83,5,5,8,8,21,21,0.183705,62.553435,1777,1777,1980,1980
with_repeater,sparse,0,mars,186.0,900.0,83,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,1,moon,186.0,900.0,83,5,5,7,7,20,20,5.132073,6.732150,1777,1777,1980,1980
with_repeater,sparse,2,leo,186.0,900.0,83,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,3,earth,186.0,900.0,83,5,5,8,8,21,21,0.180720,62.497936,1777,1777,1980,1980
blackout_only,sparse,0,mars,186.0,900.0,84,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,1,moon,186.0,900.0,84,5,5,7,7,20,20,5.134603,6.781444,1777,1777,1980,1980
blackout_only,sparse,2,leo,186.0,900.0,84,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,3,earth,186.0,900.0,84,5,5,8,8,21,21,0.182925,62.548585,1777,1777,1980,1980
with_repeater,sparse,0,mars,186.0,900.0,84,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,1,moon,186.0,900.0,84,5,5,7,7,20,20,5.133127,6.761477,1777,1777,1980,1980
with_repeater,sparse,2,leo,186.0,900.0,84,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,3,earth,186.0,900.0,84,5,5,8,8,21,21,0.181269,62.539791,1777,1777,1980,1980
blackout_only,sparse,0,mars,186.0,900.0,85,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,1,moon,186.0,900.0,85,5,5,7,7,20,20,5.130537,6.685142,1777,1777,1980,1980
blackout_only,sparse,2,leo,186.0,900.0,85,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,3,earth,186.0,900.0,85,5,5,8,8,21,21,0.183501,62.543138,1777,1777,1980,1980
with_repeater,sparse,0,mars,186.0,900.0,85,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,1,moon,186.0,900.0,85,5,5,7,7,20,20,5.130993,6.694808,1777,1777,1980,1980
with_repeater,sparse,2,leo,186.0,900.0,85,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,3,earth,186.0,900.0,85,5,5,8,8,21,21,0.184158,62.580757,1777,1777,1980,1980
blackout_only,sparse,0,mars,186.0,900.0,86,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,1,moon,186.0,900.0,86,5,5,7,7,20,20,5.131766,6.689401,1777,1777,1980,1980
blackout_only,sparse,2,leo,186.0,900.0,86,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,3,earth,186.0,900.0,86,5,5,8,8,21,21,0.183678,62.549202,1777,1777,1980,1980
with_repeater,sparse,0,mars,186.0,900.0,86,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,1,moon,186.0,900.0,86,5,5,7,7,20,20,5.133966,6.745621,1777,1777,1980,1980
with_repeater,sparse,2,leo,186.0,900.0,86,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,3,earth,186.0,900.0,86,5,5,8,8,21,21,0.183993,62.592977,1777,1777,1980,1980
blackout_only,sparse,0,mars,186.0,900.0,87,0,1,0,2,0,3,,,1778,1778,1980,1980
blackout_only,sparse,1,moon,186.0,900.0,87,5,5,7,7,20,20,5.132568,6.737635,1778,1778,1980,1980
blackout_only,sparse,2,leo,186.0,900.0,87,0,1,0,2,0,3,,,1778,1778,1980,1980
blackout_only,sparse,3,earth,186.0,900.0,87,5,5,8,8,21,21,0.182269,62.545153,1778,1778,1980,1980
with_repeater,sparse,0,mars,186.0,900.0,87,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,1,moon,186.0,900.0,87,5,5,7,7,20,20,5.131988,6.686924,1777,1777,1980,1980
with_repeater,sparse,2,leo,186.0,900.0,87,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,3,earth,186.0,900.0,87,5,5,8,8,21,21,0.183597,62.557048,1777,1777,1980,1980
blackout_only,sparse,0,mars,186.0,900.0,88,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,1,moon,186.0,900.0,88,5,5,7,7,20,20,5.131971,6.679204,1777,1777,1980,1980
blackout_only,sparse,2,leo,186.0,900.0,88,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,3,earth,186.0,900.0,88,5,5,8,8,21,21,0.185101,62.611503,1777,1777,1980,1980
with_repeater,sparse,0,mars,186.0,900.0,88,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,1,moon,186.0,900.0,88,5,5,7,7,20,20,5.131872,6.659703,1777,1777,1980,1980
with_repeater,sparse,2,leo,186.0,900.0,88,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,sparse,3,earth,186.0,900.0,88,5,5,8,8,21,21,0.184196,62.547637,1777,1777,1980,1980
blackout_only,sparse,0,mars,186.0,900.0,89,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,1,moon,186.0,900.0,89,5,5,7,7,20,20,5.129369,6.680361,1777,1777,1980,1980
blackout_only,sparse,2,leo,186.0,900.0,89,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,sparse,3,earth,186.0,900.0,89,5,5,8,8,21,21,0.183328,62.592060,1777,1777,1980,1980
with_repeater,sparse,0,mars,186.0,900.0,89,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,sparse,1,moon,186.0,900.0,89,5,5,7,7,20,20,5.132016,6.748559,1778,1778,1980,1980
with_repeater,sparse,2,leo,186.0,900.0,89,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,sparse,3,earth,186.0,900.0,89,5,5,8,8,21,21,0.185453,62.595323,1778,1778,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,40,0,1,0,2,0,3,,,1778,1778,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,40,5,5,7,7,20,20,5.134757,6.756189,1778,1778,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,40,5,5,8,8,21,21,0.131343,61.835101,1778,1778,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,40,5,5,8,8,21,21,0.183787,62.562311,1778,1778,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,40,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,40,5,5,7,7,20,20,5.131394,6.729034,1778,1778,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,40,5,5,8,8,21,21,0.131532,61.837861,1778,1778,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,40,5,5,8,8,21,21,0.183823,62.569699,1778,1778,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,41,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,41,5,5,7,7,20,20,5.129787,6.697095,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,41,5,5,8,8,21,21,0.132434,61.858614,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,41,5,5,8,8,21,21,0.182294,62.553854,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,41,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,41,5,5,7,7,20,20,5.132287,6.684835,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,41,5,5,8,8,21,21,0.132326,61.842750,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,41,5,5,8,8,21,21,0.184404,62.595978,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,42,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,42,5,5,7,7,20,20,5.131342,6.721687,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,42,5,5,8,8,21,21,0.131150,61.836399,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,42,5,5,8,8,21,21,0.182859,62.557789,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,42,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,42,5,5,7,7,20,20,5.129126,6.660388,1778,1778,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,42,5,5,8,8,21,21,0.132377,61.866898,1778,1778,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,42,5,5,8,8,21,21,0.182246,62.589232,1778,1778,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,43,0,1,0,2,0,3,,,1778,1778,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,43,5,5,7,7,20,20,5.130732,6.659981,1778,1778,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,43,5,5,8,8,21,21,0.129345,61.827197,1778,1778,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,43,5,5,8,8,21,21,0.182331,62.555856,1778,1778,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,43,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,43,5,5,7,7,20,20,5.131645,6.726834,1778,1778,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,43,5,5,8,8,21,21,0.131029,61.840936,1778,1778,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,43,5,5,8,8,21,21,0.181764,62.499131,1778,1778,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,44,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,44,5,5,7,7,20,20,5.129681,6.703935,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,44,5,5,8,8,21,21,0.132030,61.838477,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,44,5,5,8,8,21,21,0.182628,62.553724,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,44,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,44,5,5,7,7,20,20,5.132268,6.737753,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,44,5,5,8,8,21,21,0.129442,61.800013,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,44,5,5,8,8,21,21,0.180529,62.538573,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,45,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,45,5,5,7,7,20,20,5.134695,6.734831,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,45,5,5,8,8,21,21,0.130239,61.803934,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,45,5,5,8,8,21,21,0.181850,62.521674,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,45,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,45,5,5,7,7,20,20,5.134187,6.720458,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,45,5,5,8,8,21,21,0.131257,61.833965,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,45,5,5,8,8,21,21,0.180887,62.539317,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,46,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,46,5,5,7,7,20,20,5.129899,6.717540,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,46,5,5,8,8,21,21,0.131202,61.827461,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,46,5,5,8,8,21,21,0.184498,62.589629,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,46,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,46,5,5,7,7,20,20,5.129670,6.702357,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,46,5,5,8,8,21,21,0.130078,61.834321,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,46,5,5,8,8,21,21,0.183424,62.546860,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,47,0,1,0,2,0,3,,,1778,1778,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,47,5,5,7,7,20,20,5.132015,6.710232,1778,1778,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,47,5,5,8,8,21,21,0.130430,61.817603,1778,1778,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,47,5,5,8,8,21,21,0.179837,62.487784,1778,1778,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,47,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,47,5,5,7,7,20,20,5.133398,6.728625,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,47,5,5,8,8,21,21,0.129727,61.790495,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,47,5,5,8,8,21,21,0.182646,62.538620,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,48,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,48,5,5,7,7,20,20,5.130301,6.724845,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,48,5,5,8,8,21,21,0.129623,61.844960,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,48,5,5,8,8,21,21,0.183949,62.571887,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,48,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,48,5,5,7,7,20,20,5.131227,6.723407,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,48,5,5,8,8,21,21,0.130677,61.839435,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,48,5,5,8,8,21,21,0.180960,62.540498,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,49,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,49,5,5,7,7,20,20,5.132441,6.713410,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,49,5,5,8,8,21,21,0.132004,61.850953,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,49,5,5,8,8,21,21,0.182612,62.545741,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,49,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,49,5,5,7,7,20,20,5.131954,6.699918,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,49,5,5,8,8,21,21,0.131586,61.846119,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,49,5,5,8,8,21,21,0.183779,62.561289,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,50,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,50,5,5,7,7,20,20,5.131150,6.700977,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,50,5,5,8,8,21,21,0.132123,61.820191,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,50,5,5,8,8,21,21,0.182772,62.515597,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,50,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,50,5,5,7,7,20,20,5.130799,6.704330,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,50,5,5,8,8,21,21,0.130752,61.821292,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,50,5,5,8,8,21,21,0.181771,62.573489,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,51,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,51,5,5,7,7,20,20,5.135762,6.795131,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,51,5,5,8,8,21,21,0.130408,61.814872,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,51,5,5,8,8,21,21,0.182345,62.577432,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,51,0,1,0,2,0,3,,,1777,1777,1980,1980
