scenario,topology,tier_index,tier_name,mars_base_latency_s,blackout_duration_s,seed,pre_success,pre_total,during_success,during_total,post_success,post_total,avg_latency_s,first_post_blackout_s,earth_local_success,earth_local_total,mars_local_success,mars_local_total
with_repeater,full_coverage,1,moon,186.0,900.0,51,5,5,7,7,20,20,5.133229,6.740745,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,51,5,5,8,8,21,21,0.131691,61.836317,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,51,5,5,8,8,21,21,0.186619,62.598317,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,52,0,1,0,2,0,3,,,1778,1778,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,52,5,5,7,7,20,20,5.130749,6.734244,1778,1778,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,52,5,5,8,8,21,21,0.130503,61.810711,1778,1778,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,52,5,5,8,8,21,21,0.186656,62.593866,1778,1778,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,52,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,52,5,5,7,7,20,20,5.131083,6.714726,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,52,5,5,8,8,21,21,0.131807,61.850992,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,52,5,5,8,8,21,21,0.180644,62.546268,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,53,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,53,5,5,7,7,20,20,5.131756,6.690014,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,53,5,5,8,8,21,21,0.132004,61.829973,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,53,5,5,8,8,21,21,0.183477,62.568969,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,53,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,53,5,5,7,7,20,20,5.130019,6.659019,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,53,5,5,8,8,21,21,0.131110,61.828935,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,53,5,5,8,8,21,21,0.182392,62.573168,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,54,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,54,5,5,7,7,20,20,5.130974,6.651668,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,54,5,5,8,8,21,21,0.131078,61.857243,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,54,5,5,8,8,21,21,0.181888,62.542263,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,54,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,54,5,5,7,7,20,20,5.128798,6.652495,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,54,5,5,8,8,21,21,0.131274,61.846467,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,54,5,5,8,8,21,21,0.182523,62.578141,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,55,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,55,5,5,7,7,20,20,5.132189,6.655546,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,55,5,5,8,8,21,21,0.131976,61.865763,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,55,5,5,8,8,21,21,0.182450,62.524113,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,55,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,55,5,5,7,7,20,20,5.130406,6.684748,1778,1778,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,55,5,5,8,8,21,21,0.131988,61.856621,1778,1778,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,55,5,5,8,8,21,21,0.182955,62.542339,1778,1778,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,56,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,56,5,5,7,7,20,20,5.133490,6.718869,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,56,5,5,8,8,21,21,0.129871,61.817123,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,56,5,5,8,8,21,21,0.183500,62.612247,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,56,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,56,5,5,7,7,20,20,5.132400,6.695221,1778,1778,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,56,5,5,8,8,21,21,0.130418,61.844701,1778,1778,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,56,5,5,8,8,21,21,0.182866,62.606903,1778,1778,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,57,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,57,5,5,7,7,20,20,5.132433,6.691634,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,57,5,5,8,8,21,21,0.128175,61.783364,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,57,5,5,8,8,21,21,0.181682,62.512304,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,57,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,57,5,5,7,7,20,20,5.128880,6.625842,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,57,5,5,8,8,21,21,0.130650,61.852797,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,57,5,5,8,8,21,21,0.183530,62.543756,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,58,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,58,5,5,7,7,20,20,5.130800,6.671173,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,58,5,5,8,8,21,21,0.130750,61.829267,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,58,5,5,8,8,21,21,0.184572,62.604783,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,58,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,58,5,5,7,7,20,20,5.131055,6.700092,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,58,5,5,8,8,21,21,0.131027,61.855606,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,58,5,5,8,8,21,21,0.183947,62.587048,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,59,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,59,5,5,7,7,20,20,5.133250,6.697004,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,59,5,5,8,8,21,21,0.131855,61.869142,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,59,5,5,8,8,21,21,0.183169,62.548066,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,59,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,59,5,5,7,7,20,20,5.131058,6.733373,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,59,5,5,8,8,21,21,0.131797,61.862692,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,59,5,5,8,8,21,21,0.182099,62.551756,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,60,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,60,5,5,7,7,20,20,5.128399,6.656959,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,60,5,5,8,8,21,21,0.132256,61.853664,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,60,5,5,8,8,21,21,0.184771,62.623647,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,60,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,60,5,5,7,7,20,20,5.131805,6.736526,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,60,5,5,8,8,21,21,0.131126,61.802136,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,60,5,5,8,8,21,21,0.184797,62.610129,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,61,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,61,5,5,7,7,20,20,5.129891,6.674511,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,61,5,5,8,8,21,21,0.131946,61.835250,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,61,5,5,8,8,21,21,0.182251,62.511357,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,61,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,61,5,5,7,7,20,20,5.130838,6.677360,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,61,5,5,8,8,21,21,0.132816,61.849033,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,61,5,5,8,8,21,21,0.183768,62.560978,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,62,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,62,5,5,7,7,20,20,5.130232,6.720767,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,62,5,5,8,8,21,21,0.130135,61.813165,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,62,5,5,8,8,21,21,0.184067,62.556541,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,62,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,62,5,5,7,7,20,20,5.133061,6.727736,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,62,5,5,8,8,21,21,0.131589,61.852341,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,62,5,5,8,8,21,21,0.181899,62.535185,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,63,0,1,0,2,0,3,,,1778,1778,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,63,5,5,7,7,20,20,5.131676,6.734923,1778,1778,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,63,5,5,8,8,21,21,0.129732,61.825469,1778,1778,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,63,5,5,8,8,21,21,0.181947,62.566271,1778,1778,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,63,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,63,5,5,7,7,20,20,5.130558,6.686079,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,63,5,5,8,8,21,21,0.130680,61.813040,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,63,5,5,8,8,21,21,0.183998,62.532664,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,64,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,64,5,5,7,7,20,20,5.130987,6.688012,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,64,5,5,8,8,21,21,0.130576,61.840634,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,64,5,5,8,8,21,21,0.184002,62.560795,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,64,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,64,5,5,7,7,20,20,5.131390,6.691223,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,64,5,5,8,8,21,21,0.131534,61.861856,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,64,5,5,8,8,21,21,0.184261,62.535693,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,65,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,65,5,5,7,7,20,20,5.130489,6.719235,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,65,5,5,8,8,21,21,0.130668,61.853932,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,65,5,5,8,8,21,21,0.182395,62.550489,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,65,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,65,5,5,7,7,20,20,5.131409,6.747258,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,65,5,5,8,8,21,21,0.132145,61.862770,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,65,5,5,8,8,21,21,0.182815,62.601541,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,66,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,66,5,5,7,7,20,20,5.129038,6.691041,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,66,5,5,8,8,21,21,0.131214,61.806023,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,66,5,5,8,8,21,21,0.184966,62.600478,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,66,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,66,5,5,7,7,20,20,5.130407,6.665130,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,66,5,5,8,8,21,21,0.131918,61.814326,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,66,5,5,8,8,21,21,0.183680,62.608596,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,67,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,67,5,5,7,7,20,20,5.130656,6.706500,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,67,5,5,8,8,21,21,0.129233,61.825740,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,67,5,5,8,8,21,21,0.181460,62.566488,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,67,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,67,5,5,7,7,20,20,5.130524,6.694790,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,67,5,5,8,8,21,21,0.131302,61.827377,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,67,5,5,8,8,21,21,0.184579,62.606552,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,68,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,68,5,5,7,7,20,20,5.130129,6.667554,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,68,5,5,8,8,21,21,0.130443,61.810373,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,68,5,5,8,8,21,21,0.185102,62.601240,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,68,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,68,5,5,7,7,20,20,5.129170,6.698393,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,68,5,5,8,8,21,21,0.130269,61.819688,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,68,5,5,8,8,21,21,0.184487,62.602318,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,69,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,69,5,5,7,7,20,20,5.130627,6.666429,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,69,5,5,8,8,21,21,0.131384,61.847357,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,69,5,5,8,8,21,21,0.182585,62.539660,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,69,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,69,5,5,7,7,20,20,5.128793,6.663003,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,69,5,5,8,8,21,21,0.131163,61.837303,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,69,5,5,8,8,21,21,0.183357,62.582801,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,70,0,1,0,2,0,3,,,1778,1778,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,70,5,5,7,7,20,20,5.131937,6.690246,1778,1778,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,70,5,5,8,8,21,21,0.130021,61.801707,1778,1778,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,70,5,5,8,8,21,21,0.183097,62.564065,1778,1778,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,70,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,70,5,5,7,7,20,20,5.130055,6.702904,1778,1778,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,70,5,5,8,8,21,21,0.131368,61.838640,1778,1778,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,70,5,5,8,8,21,21,0.182054,62.550064,1778,1778,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,71,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,71,5,5,7,7,20,20,5.130775,6.725318,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,71,5,5,8,8,21,21,0.132512,61.867842,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,71,5,5,8,8,21,21,0.182773,62.537502,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,71,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,71,5,5,7,7,20,20,5.132424,6.740660,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,71,5,5,8,8,21,21,0.131665,61.842246,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,71,5,5,8,8,21,21,0.183511,62.557996,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,72,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,72,5,5,7,7,20,20,5.129336,6.679252,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,72,5,5,8,8,21,21,0.130838,61.837770,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,72,5,5,8,8,21,21,0.182240,62.552141,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,72,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,72,5,5,7,7,20,20,5.131035,6.685424,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,72,5,5,8,8,21,21,0.129199,61.782065,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,72,5,5,8,8,21,21,0.182411,62.600403,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,73,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,73,5,5,7,7,20,20,5.129722,6.696486,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,73,5,5,8,8,21,21,0.131587,61.830479,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,73,5,5,8,8,21,21,0.182041,62.568259,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,73,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,73,5,5,7,7,20,20,5.133220,6.746102,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,73,5,5,8,8,21,21,0.130642,61.824238,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,73,5,5,8,8,21,21,0.182364,62.544388,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,74,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,74,5,5,7,7,20,20,5.132186,6.721714,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,74,5,5,8,8,21,21,0.131875,61.836880,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,74,5,5,8,8,21,21,0.181867,62.495156,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,74,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,74,5,5,7,7,20,20,5.131545,6.693603,1778,1778,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,74,5,5,8,8,21,21,0.131385,61.865770,1778,1778,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,74,5,5,8,8,21,21,0.181605,62.517314,1778,1778,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,75,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,75,5,5,7,7,20,20,5.131574,6.699511,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,75,5,5,8,8,21,21,0.129496,61.818109,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,75,5,5,8,8,21,21,0.184800,62.584641,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,75,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,75,5,5,7,7,20,20,5.130638,6.697672,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,75,5,5,8,8,21,21,0.131386,61.815799,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,75,5,5,8,8,21,21,0.185058,62.591368,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,76,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,76,5,5,7,7,20,20,5.132073,6.733174,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,76,5,5,8,8,21,21,0.131883,61.854159,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,76,5,5,8,8,21,21,0.181517,62.549823,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,76,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,76,5,5,7,7,20,20,5.130291,6.704885,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,76,5,5,8,8,21,21,0.131366,61.834670,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,76,5,5,8,8,21,21,0.183506,62.595782,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,77,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,77,5,5,7,7,20,20,5.133745,6.726204,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,77,5,5,8,8,21,21,0.130097,61.804793,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,77,5,5,8,8,21,21,0.184349,62.611000,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,77,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,77,5,5,7,7,20,20,5.130309,6.721770,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,77,5,5,8,8,21,21,0.128808,61.782202,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,77,5,5,8,8,21,21,0.182525,62.563092,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,78,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,78,5,5,7,7,20,20,5.130958,6.721933,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,78,5,5,8,8,21,21,0.129829,61.821711,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,78,5,5,8,8,21,21,0.182293,62.541041,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,78,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,78,5,5,7,7,20,20,5.135109,6.725942,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,78,5,5,8,8,21,21,0.130271,61.831668,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,78,5,5,8,8,21,21,0.183601,62.609558,1777,1777,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,79,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,79,5,5,7,7,20,20,5.130543,6.713326,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,79,5,5,8,8,21,21,0.132649,61.853637,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,79,5,5,8,8,21,21,0.183151,62.558742,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,79,0,1,0,2,0,3,,,1778,1778,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,79,5,5,7,7,20,20,5.130100,6.701454,1778,1778,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,79,5,5,8,8,21,21,0.132098,61.836965,1778,1778,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,79,5,5,8,8,21,21,0.187413,62.626424,1778,1778,1980,1980
blackout_only,full_coverage,0,mars,186.0,900.0,80,0,1,0,2,0,3,,,1777,1777,1980,1980
blackout_only,full_coverage,1,moon,186.0,900.0,80,5,5,7,7,20,20,5.132788,6.766482,1777,1777,1980,1980
blackout_only,full_coverage,2,leo,186.0,900.0,80,5,5,8,8,21,21,0.132248,61.858193,1777,1777,1980,1980
blackout_only,full_coverage,3,earth,186.0,900.0,80,5,5,8,8,21,21,0.183071,62.573424,1777,1777,1980,1980
with_repeater,full_coverage,0,mars,186.0,900.0,80,0,1,0,2,0,3,,,1777,1777,1980,1980
with_repeater,full_coverage,1,moon,186.0,900.0,80,5,5,7,7,20,20,5.133844,6.747776,1777,1777,1980,1980
with_repeater,full_coverage,2,leo,186.0,900.0,80,5,5,8,8,21,21,0.129948,61.822256,1777,1777,1980,1980
with_repeater,full_coverage,3,earth,186.0,900.0,80,5,5,8,8,21,21,0.184352,62.589045,1777,1777,1980,1980
