scenario,topology,tier_index,tier_name,mars_base_latency_s,blackout_duration_s,seed,pre_success,pre_total,during_success,during_total,post_success,post_total,transition_success,transition_total,phase_timeout_s,pre_window_s,post_window_s,temporally_scaled,avg_latency_s,first_post_blackout_s,earth_local_success,earth_local_total,mars_local_success,mars_local_total
with_repeater,full_coverage,1,moon,186.0,1800.0,53,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.131828,3.037768,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,53,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.131058,8.167021,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,53,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.182956,9.426258,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,54,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,753.122755,1351.285511,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,54,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.130878,3.004462,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,54,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.129421,8.098098,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,54,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.181294,9.346781,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,54,1,1,0,0,1,1,2,2,500.000000,955.000000,1600.000000,1,850.799344,135.741341,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,54,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.130730,3.002588,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,54,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.132390,8.177379,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,54,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.180703,9.370714,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,55,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,754.996834,1355.033669,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,55,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.133433,3.074407,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,55,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.132554,8.194790,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,55,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.182567,9.398495,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,55,1,1,0,0,1,1,2,2,500.000000,955.000000,1600.000000,1,849.833921,133.542892,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,55,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.131802,3.071595,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,55,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.132307,8.191737,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,55,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.182528,9.393470,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,56,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,750.444894,1345.929788,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,56,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.133161,3.052563,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,56,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.132504,8.150639,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,56,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.183754,9.420662,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,56,1,1,0,0,1,1,2,2,500.000000,955.000000,1600.000000,1,848.690884,126.673890,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,56,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.134117,3.093827,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,56,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.131688,8.186704,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,56,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.184760,9.414116,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,57,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,755.439908,1355.919817,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,57,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.131949,3.025170,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,57,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.130769,8.119915,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,57,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.182806,9.371784,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,57,1,1,0,0,1,1,2,2,500.000000,955.000000,1600.000000,1,858.106673,166.915011,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,57,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.130235,2.986183,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,57,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.132489,8.178711,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,57,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.183689,9.380900,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,58,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,758.579381,1362.198763,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,58,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.130509,2.996019,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,58,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.130073,8.109748,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,58,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.182798,9.353951,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,58,1,1,0,0,1,1,2,2,500.000000,955.000000,1600.000000,1,853.844842,141.630184,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,58,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.132769,3.065707,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,58,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.130152,8.114019,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,58,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.180288,9.301488,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,59,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,752.611355,1350.262711,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,59,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.132660,3.065399,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,59,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.132463,8.164100,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,59,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.185239,9.462109,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,59,1,1,0,0,1,1,1,2,500.000000,955.000000,1600.000000,1,809.100472,1028.964337,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,59,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.131343,3.031629,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,59,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.131092,8.152609,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,59,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.184643,9.453874,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,60,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,750.259746,1345.559493,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,60,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.128527,2.967702,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,60,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.130296,8.154963,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,60,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.183281,9.430631,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,60,1,1,0,0,1,1,2,2,500.000000,955.000000,1600.000000,1,847.700519,124.486041,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,60,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.131618,2.981640,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,60,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.131967,8.172068,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,60,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.185975,9.482874,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,61,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,754.415784,1353.871567,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,61,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.129301,2.937632,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,61,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.131178,8.148717,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,61,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.183295,9.395482,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,61,1,1,0,0,1,1,2,2,500.000000,955.000000,1600.000000,1,849.635616,129.612747,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,61,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.130903,2.987979,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,61,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.130227,8.111878,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,61,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.183967,9.364292,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,62,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,745.313316,1335.666632,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,62,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.130975,3.036863,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,62,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.132037,8.190803,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,62,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.181686,9.366281,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,62,1,1,0,0,1,1,2,2,500.000000,955.000000,1600.000000,1,848.348242,125.486626,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,62,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.131432,2.996527,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,62,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.131064,8.173499,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,62,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.182113,9.387914,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,63,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,754.277943,1353.595885,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,63,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.130206,3.004660,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,63,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.131556,8.169121,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,63,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.180982,9.362990,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,63,1,1,0,0,1,1,2,2,500.000000,955.000000,1600.000000,1,852.606937,139.930615,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,63,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.131577,3.024500,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,63,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.131613,8.145552,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,63,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.183834,9.386449,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,64,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,757.201910,1359.443821,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,64,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.131794,2.978894,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,64,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.129270,8.114524,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,64,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.182600,9.396329,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,64,1,1,0,0,1,1,2,2,500.000000,955.000000,1600.000000,1,850.544044,139.292750,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,64,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.131815,3.045209,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,64,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.128699,8.068688,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,64,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.183872,9.442115,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,65,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,752.994063,1351.028126,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,65,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.130802,3.007617,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,65,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.130805,8.135617,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,65,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.184322,9.421143,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,65,1,1,0,0,1,1,2,2,500.000000,955.000000,1600.000000,1,851.182002,134.820741,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,65,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.128416,2.957315,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,65,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.130255,8.148552,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,65,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.184343,9.480897,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,66,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,752.646223,1350.332445,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,66,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.131181,3.030373,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,66,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.131015,8.142281,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,66,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.181559,9.333515,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,66,1,1,0,0,1,1,2,2,500.000000,955.000000,1600.000000,1,843.733912,107.170663,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,66,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.133737,3.097233,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,66,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.131676,8.149247,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,66,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.180093,9.334944,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,67,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,746.097950,1337.235900,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,67,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.134172,3.097393,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,67,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.129739,8.106168,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,67,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.182465,9.389301,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,67,1,1,0,0,1,1,2,2,500.000000,955.000000,1600.000000,1,846.648522,124.249631,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,67,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.129507,2.993527,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,67,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.131556,8.134289,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,67,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.181685,9.341115,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,68,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,751.092256,1347.224513,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,68,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.132220,3.016439,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,68,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.131934,8.170625,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,68,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.182246,9.407033,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,68,1,1,0,0,1,1,2,2,500.000000,955.000000,1600.000000,1,848.009281,127.424567,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,68,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.131170,3.060607,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,68,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.132107,8.162724,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,68,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.181222,9.355059,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,69,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,751.876084,1348.792169,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,69,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.134320,3.053587,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,69,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.132979,8.179131,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,69,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.183437,9.378927,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,69,1,1,0,0,1,1,2,2,500.000000,955.000000,1600.000000,1,852.379979,143.958646,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,69,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.131264,2.996028,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,69,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.133862,8.212774,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,69,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.182871,9.427561,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,70,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,753.672454,1352.384907,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,70,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.131501,3.022520,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,70,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.130907,8.148629,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,70,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.182610,9.358727,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,70,1,1,0,0,1,1,2,2,500.000000,955.000000,1600.000000,1,843.065314,107.309427,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,70,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.129707,3.030725,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,70,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.130499,8.147953,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,70,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.184659,9.435589,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,71,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,757.554368,1360.148736,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,71,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.128248,2.970261,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,71,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.130800,8.124155,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,71,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.181534,9.370943,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,71,1,1,0,0,1,1,2,2,500.000000,955.000000,1600.000000,1,848.364761,121.894646,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,71,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.132796,3.075762,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,71,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.130682,8.150781,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,71,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.181234,9.313959,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,72,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,756.467358,1357.974715,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,72,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.131884,3.025498,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,72,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.130908,8.094802,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,72,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.182599,9.409041,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,72,1,1,0,0,1,1,2,2,500.000000,955.000000,1600.000000,1,851.549874,135.628769,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,72,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.131872,3.022933,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,72,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.129888,8.133306,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,72,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.181661,9.366287,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,73,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,753.205889,1351.451778,1935,1935,2155,2155
blackout_only,full_coverage,1,moon,186.0,1800.0,73,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.131082,3.001012,1935,1935,2155,2155
blackout_only,full_coverage,2,leo,186.0,1800.0,73,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.129971,8.121376,1935,1935,2155,2155
blackout_only,full_coverage,3,earth,186.0,1800.0,73,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.183950,9.415894,1935,1935,2155,2155
with_repeater,full_coverage,0,mars,186.0,1800.0,73,1,1,0,0,1,1,2,2,500.000000,955.000000,1600.000000,1,851.947784,141.180450,1935,1935,2155,2155
with_repeater,full_coverage,1,moon,186.0,1800.0,73,8,8,14,14,12,12,1,1,500.000000,955.000000,1600.000000,0,5.131727,3.069849,1935,1935,2155,2155
with_repeater,full_coverage,2,leo,186.0,1800.0,73,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.132301,8.154385,1935,1935,2155,2155
with_repeater,full_coverage,3,earth,186.0,1800.0,73,8,8,15,15,14,14,0,0,500.000000,955.000000,1600.000000,0,0.183117,9.437446,1935,1935,2155,2155
blackout_only,full_coverage,0,mars,186.0,1800.0,74,1,1,0,2,1,1,0,2,500.000000,955.000000,1600.000000,1,753.016783,1351.073566,1935,1935,2155,2155
