scenario,topology,tier_index,tier_name,mars_base_latency_s,blackout_duration_s,seed,pre_success,pre_total,during_success,during_total,post_success,post_total,transition_success,transition_total,phase_timeout_s,pre_window_s,post_window_s,temporally_scaled,avg_latency_s,first_post_blackout_s,earth_local_success,earth_local_total,mars_local_success,mars_local_total
with_repeater,sparse,2,leo,750.0,300.0,45,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,45,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.183848,11.379375,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,46,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,46,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.133010,59.473548,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,46,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,46,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.182796,11.451495,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,46,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,46,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130858,59.457537,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,46,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,46,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.182557,11.430331,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,47,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,47,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132886,59.537921,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,47,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,47,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.182245,11.376609,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,47,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,47,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131628,59.497506,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,47,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,47,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.183596,11.375566,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,48,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,48,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132329,59.458110,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,48,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,48,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.183696,11.436553,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,48,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,48,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130289,59.468102,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,48,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,48,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.183377,11.441886,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,49,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,49,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.129929,59.403290,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,49,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,49,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.183615,11.432590,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,49,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,49,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130748,59.433698,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,49,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,49,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.183213,11.427975,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,50,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,50,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131966,59.438077,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,50,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,50,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.181118,11.357978,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,50,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,50,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130268,59.431950,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,50,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,50,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.182721,11.363857,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,51,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,51,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.133342,59.520088,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,51,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,51,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.184557,11.512162,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,51,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,51,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131288,59.512030,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,51,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,51,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.185338,11.501977,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,52,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,52,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131267,59.456504,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,52,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,52,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.181340,11.339010,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,52,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,52,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.129520,59.453455,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,52,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,52,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.181174,11.350424,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,53,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,53,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131089,59.439069,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,53,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,53,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.183853,11.452220,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,53,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,53,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131130,59.448367,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,53,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,53,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.183258,11.462416,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,54,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,54,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131396,59.398898,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,54,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,54,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.183566,11.448219,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,54,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,54,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.129877,59.385216,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,54,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,54,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.183715,11.455824,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,55,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,55,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131553,59.476117,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,55,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,55,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.184549,11.487561,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,55,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,55,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.133116,59.510880,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,55,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,55,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.183364,11.476219,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,56,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,56,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132251,59.554201,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,56,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,56,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.182387,11.417942,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,56,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,56,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.133138,59.531584,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,56,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,56,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.184294,11.411437,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,57,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,57,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130614,59.461583,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,57,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,57,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.181588,11.310217,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,57,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,57,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130239,59.450207,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,57,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,57,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.180912,11.316731,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,58,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,58,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132512,59.545436,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,58,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,58,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.182851,11.407105,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,58,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,58,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132398,59.540152,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,58,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,58,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.183015,11.459947,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,59,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,59,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130493,59.422708,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,59,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,59,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.186384,11.569069,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,59,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,59,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130362,59.400709,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,59,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,59,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.185116,11.562656,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,60,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,60,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132424,59.537094,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,60,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,60,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.184157,11.410569,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,60,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,60,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132051,59.502007,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,60,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,60,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.183870,11.395271,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,61,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,61,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130769,59.495903,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,61,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,61,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.182432,11.417467,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,61,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,61,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130522,59.510666,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,61,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,61,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.185199,11.445314,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,62,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,62,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131510,59.505482,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,62,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,62,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.183375,11.448446,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,62,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,62,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132741,59.514006,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,62,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,62,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.184437,11.466373,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,63,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,63,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131214,59.449963,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,63,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,63,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.181513,11.253532,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,63,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,63,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131538,59.433256,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,63,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,63,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.180593,11.280387,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,64,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,64,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132418,59.498697,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,64,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,64,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.184073,11.417103,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,64,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,64,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131209,59.507341,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,64,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,64,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.183590,11.396687,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,65,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,65,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130860,59.488185,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,65,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,65,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.182698,11.410745,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,65,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,65,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132076,59.509702,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,65,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,65,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.183838,11.405048,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,66,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,66,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.131871,59.494443,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,66,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,66,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.184697,11.489369,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,66,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
with_repeater,sparse,1,moon,750.0,300.0,66,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.132070,59.495616,3541,3541,3944,3944
with_repeater,sparse,2,leo,750.0,300.0,66,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
with_repeater,sparse,3,earth,750.0,300.0,66,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.185101,11.479704,3541,3541,3944,3944
blackout_only,sparse,0,mars,750.0,300.0,67,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
blackout_only,sparse,1,moon,750.0,300.0,67,31,31,2,2,31,31,0,0,1887.500000,3775.000000,3895.000000,0,5.130639,59.408727,3541,3541,3944,3944
blackout_only,sparse,2,leo,750.0,300.0,67,0,1,0,0,0,1,0,2,1887.500000,3775.000000,3895.000000,0,,,3541,3541,3944,3944
blackout_only,sparse,3,earth,750.0,300.0,67,32,32,2,2,33,33,0,0,1887.500000,3775.000000,3895.000000,0,0.182618,11.411121,3541,3541,3944,3944
with_repeater,sparse,0,mars,750.0,300.0,67,0,1,0,0,0,0,0,1,1887.500000,3775.000000,3895.000000,1,,,3541,3541,3944,3944
