scenario,mars_base_latency_s,global_timeout_s,blackout_duration_s,seed,global_pre_success,global_pre_total,global_during_success,global_during_total,global_post_success,global_post_total,global_during_rate,global_post_rate,first_success_after_blackout_s,avg_global_latency_s
blackout_only,186.0,240.0,300.0,45,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,45,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,46,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,46,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,47,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,47,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,48,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,48,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,49,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,49,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,50,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,50,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,51,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,51,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,52,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,52,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,53,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,53,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,54,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,54,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,55,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,55,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,56,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,56,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,57,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,57,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,58,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,58,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,59,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,59,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,60,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,60,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,61,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,61,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,62,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,62,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,63,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,63,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,64,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,64,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,65,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,65,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,66,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,66,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,67,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,67,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,68,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,68,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,69,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,69,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,70,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,70,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,71,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,71,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,72,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,72,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,73,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,73,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,74,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,74,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,75,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,75,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,76,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,76,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,77,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,77,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,78,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,78,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,79,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,79,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,80,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,80,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,81,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,81,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,82,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,82,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,83,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,83,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,84,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,84,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,85,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,85,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,86,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,86,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,87,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,87,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,88,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,88,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,300.0,89,0,2,0,1,0,8,0.000000,0.000000,,
with_repeater,186.0,240.0,300.0,89,0,2,0,1,0,8,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,40,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,40,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,41,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,41,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,42,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,42,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,43,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,43,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,44,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,44,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,45,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,45,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,46,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,46,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,47,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,47,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,48,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,48,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,49,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,49,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,50,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,50,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,51,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,51,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,52,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,52,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,53,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,53,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,54,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,54,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,55,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,55,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,56,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,56,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,57,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,57,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,58,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,58,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,59,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,59,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,60,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,60,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,61,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,61,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,62,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,62,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,63,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,63,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,64,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,64,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,65,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,65,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,66,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,66,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,67,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,67,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,68,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,68,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,69,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,69,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,70,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,70,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,71,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,71,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,72,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,72,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,73,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,73,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,74,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,74,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,75,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,75,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,76,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,76,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,77,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,77,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,78,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,78,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,79,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,79,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,80,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,80,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,81,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,81,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,82,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,82,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,83,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,83,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,84,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,84,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,85,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,85,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,86,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,86,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,87,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,87,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,88,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,88,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,900.0,89,0,2,0,3,0,6,0.000000,0.000000,,
with_repeater,186.0,240.0,900.0,89,0,2,0,3,0,6,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,40,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,40,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,41,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,41,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,42,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,42,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,43,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,43,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,44,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,44,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,45,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,45,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,46,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,46,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,47,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,47,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,48,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,48,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,49,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,49,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,50,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,50,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,51,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,51,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,52,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,52,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,53,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,53,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,54,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,54,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,55,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,55,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,56,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,56,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,57,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,57,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,58,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,58,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,59,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,59,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,60,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,60,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,61,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,61,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,62,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,62,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,63,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,63,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,64,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,64,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,65,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,65,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,66,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,66,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,67,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,67,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,68,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,68,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,69,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,69,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,70,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,70,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,71,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,71,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,72,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,72,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,73,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,73,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,74,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,74,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,75,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,75,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,76,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,76,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,77,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,77,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,78,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,78,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,79,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,79,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,80,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,80,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,81,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,81,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,82,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,82,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,83,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,83,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,84,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,84,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,85,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,85,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,86,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,86,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,87,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,87,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,88,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,88,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,240.0,1800.0,89,0,2,0,5,0,4,0.000000,0.000000,,
with_repeater,186.0,240.0,1800.0,89,0,2,0,5,0,4,0.000000,0.000000,,
blackout_only,186.0,360.0,300.0,40,0,2,0,0,0,6,0.000000,0.000000,,
with_repeater,186.0,360.0,300.0,40,0,2,0,0,0,6,0.000000,0.000000,,
blackout_only,186.0,360.0,300.0,41,0,2,0,0,0,6,0.000000,0.000000,,
with_repeater,186.0,360.0,300.0,41,0,2,0,0,0,6,0.000000,0.000000,,
blackout_only,186.0,360.0,300.0,42,0,2,0,0,0,6,0.000000,0.000000,,
with_repeater,186.0,360.0,300.0,42,0,2,0,0,0,6,0.000000,0.000000,,
blackout_only,186.0,360.0,300.0,43,0,2,0,0,0,6,0.000000,0.000000,,
with_repeater,186.0,360.0,300.0,43,0,2,0,0,0,6,0.000000,0.000000,,
blackout_only,186.0,360.0,300.0,44,0,2,0,0,0,6,0.000000,0.000000,,
with_repeater,186.0,360.0,300.0,44,0,2,0,0,0,6,0.000000,0.000000,,
blackout_only,186.0,360.0,300.0,45,0,2,0,0,0,6,0.000000,0.000000,,
with_repeater,186.0,360.0,300.0,45,0,2,0,0,0,6,0.000000,0.000000,,
blackout_only,186.0,360.0,300.0,46,0,2,0,0,0,6,0.000000,0.000000,,
with_repeater,186.0,360.0,300.0,46,0,2,0,0,0,6,0.000000,0.000000,,
blackout_only,186.0,360.0,300.0,47,0,2,0,0,0,6,0.000000,0.000000,,
with_repeater,186.0,360.0,300.0,47,0,2,0,0,0,6,0.000000,0.000000,,
blackout_only,186.0,360.0,300.0,48,0,2,0,0,0,6,0.000000,0.000000,,
with_repeater,186.0,360.0,300.0,48,0,2,0,0,0,6,0.000000,0.000000,,
blackout_only,186.0,360.0,300.0,49,0,2,0,0,0,6,0.000000,0.000000,,
with_repeater,186.0,360.0,300.0,49,0,2,0,0,0,6,0.000000,0.000000,,
blackout_only,186.0,360.0,300.0,50,0,2,0,0,0,6,0.000000,0.000000,,
with_repeater,186.0,360.0,300.0,50,0,2,0,0,0,6,0.000000,0.000000,,
blackout_only,186.0,360.0,300.0,51,0,2,0,0,0,6,0.000000,0.000000,,
