scenario,global_q2_thresh,earth_q1,earth_q2,crash_count,seed,earth_local_rate,global_pre_rate,global_during_rate,global_post_rate,global_transition_success,global_transition_total,phase_timeout_s,pre_window_s,post_window_s,temporally_scaled,recovery_lag_s,avg_global_latency_s,avg_earth_latency_s
relax4_std_1crash,4,4,2,1,63,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.25064131156773,0.24963591013517544,0.25101294108567523
relax4_std_1crash,4,4,2,1,64,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.24859251519433,0.24965678001415664,0.250933093802836
relax4_std_1crash,4,4,2,1,65,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.25909958709826,0.252230164843588,0.25079663041173994
relax4_std_1crash,4,4,2,1,66,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.26503659652644,0.249511794610813,0.25104986438549326
relax4_std_1crash,4,4,2,1,67,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.24081222026348,0.2489849381743735,0.2510310216356066
relax4_std_1crash,4,4,2,1,68,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.27815672983502,0.2511838487471922,0.2507941142688364
relax4_std_1crash,4,4,2,1,69,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.3165010020848,0.254337576560495,0.2510282005168042
relax4_std_1crash,4,4,2,1,70,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.21337860181757,0.24805258825553012,0.2508577874463025
relax4_std_1crash,4,4,2,1,71,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.30008785387895,0.2523910134752063,0.25107136032054284
relax4_std_1crash,4,4,2,1,72,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.31733173429961,0.2550157345014009,0.2513659168179893
relax4_std_1crash,4,4,2,1,73,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.26174325199668,0.25162967309557066,0.2509203282774704
relax4_std_1crash,4,4,2,1,74,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.23594064773874,0.24944952580437926,0.2508915039903995
relax4_std_1crash,4,4,2,1,75,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.21916599268184,0.24927239538223142,0.2506632984878139
relax4_std_1crash,4,4,2,1,76,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.224117501396,0.25028304043041155,0.25099348289067436
relax4_std_1crash,4,4,2,1,77,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.32961854493601,0.2530461465751192,0.25102444029330806
relax4_std_1crash,4,4,2,1,78,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.31861256551588,0.253075062248507,0.25109486724668384
relax4_std_1crash,4,4,2,1,79,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.3180413819789,0.2522411290798934,0.25151154163407763
relax4_std_1crash,4,4,2,1,80,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.24036578462483,0.24905715410056986,0.2512251325675183
relax4_std_1crash,4,4,2,1,81,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.24170381612726,0.24991219249172553,0.2509395745768423
relax4_std_1crash,4,4,2,1,82,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.22157968963552,0.24963788019402106,0.25099733234633326
relax4_std_1crash,4,4,2,1,83,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.20201730750045,0.24850254489837117,0.2509607728976989
relax4_std_1crash,4,4,2,1,84,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.231143286328,0.2501274318808277,0.2509581457310089
relax4_std_1crash,4,4,2,1,85,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.2458541487938,0.25079317097177556,0.2509786312684311
relax4_std_1crash,4,4,2,1,86,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.29434100994695,0.25237600611396727,0.2510179041572046
relax4_std_1crash,4,4,2,1,87,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.31607855058701,0.2527318324054143,0.2509379807927514
relax4_std_1crash,4,4,2,1,88,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.26949762303911,0.25125440425211015,0.2511691269410306
relax4_std_1crash,4,4,2,1,89,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.2525292270841,0.2501370992243997,0.25091583646109095
relax3_std_2crash,3,4,2,2,40,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.66791173794923,0.2881656560233885,0.2501268882769127
relax3_std_2crash,3,4,2,2,41,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.61312202426802,0.28596116412704553,0.251372989982323
relax3_std_2crash,3,4,2,2,42,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.65233470602402,0.28676570755857905,0.2511648613427693
relax3_std_2crash,3,4,2,2,43,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.61195981750848,0.28908030612725527,0.2508312035571352
relax3_std_2crash,3,4,2,2,44,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.67704651277927,0.2893047591855671,0.2502082138777143
relax3_std_2crash,3,4,2,2,45,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.67424784121522,0.2879849028953909,0.25076545014127866
relax3_std_2crash,3,4,2,2,46,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.68182260440676,0.28851241976145975,0.2507733455572175
relax3_std_2crash,3,4,2,2,47,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.62283798906265,0.2880245943266413,0.25085831151922156
relax3_std_2crash,3,4,2,2,48,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.58387954365708,0.2856778846728813,0.2515144930271128
relax3_std_2crash,3,4,2,2,49,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.65348722870226,0.28978202324817465,0.2508440869367266
relax3_std_2crash,3,4,2,2,50,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.59769087858467,0.2874968084393799,0.25142634231893646
relax3_std_2crash,3,4,2,2,51,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.65181110556023,0.2868716488531256,0.2512799526847116
relax3_std_2crash,3,4,2,2,52,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.66388151413116,0.28904036705700986,0.2509038443324062
relax3_std_2crash,3,4,2,2,53,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.64453582418287,0.2893454011815966,0.25075451728358966
relax3_std_2crash,3,4,2,2,54,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.63818853663201,0.2877131223086315,0.2509550829997921
relax3_std_2crash,3,4,2,2,55,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.68150592922211,0.2885807148028308,0.2503486765539963
relax3_std_2crash,3,4,2,2,56,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.63301137474491,0.2865234012715862,0.2511971340682695
relax3_std_2crash,3,4,2,2,57,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.66804884458861,0.2892093089170879,0.2515049018410955
relax3_std_2crash,3,4,2,2,58,0.6038011695906432,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.67803137520514,0.28815429281046606,0.2518140757988267
relax3_std_2crash,3,4,2,2,59,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.64833568537028,0.28740283771563635,0.251182296170626
relax3_std_2crash,3,4,2,2,60,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.63584939241446,0.2884470119003406,0.25104748164637664
relax3_std_2crash,3,4,2,2,61,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.56529727017437,0.2851675213709811,0.25096457396352234
relax3_std_2crash,3,4,2,2,62,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.66039828002226,0.28788191393798324,0.25165251282655676
relax3_std_2crash,3,4,2,2,63,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.63237085817605,0.2876890227411915,0.2513919036349448
relax3_std_2crash,3,4,2,2,64,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.66791150178483,0.2894340553356105,0.25102456697224473
relax3_std_2crash,3,4,2,2,65,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.66235135707211,0.28795633287225797,0.25041265218696557
relax3_std_2crash,3,4,2,2,66,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.62036240937505,0.28680783781888874,0.25078027685474613
relax3_std_2crash,3,4,2,2,67,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.64416810096986,0.28782360740638624,0.2505011604847666
relax3_std_2crash,3,4,2,2,68,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.64769369464989,0.28942534895207545,0.25076926401273475
relax3_std_2crash,3,4,2,2,69,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.6041576013422,0.2871431374000739,0.25086245428576687
relax3_std_2crash,3,4,2,2,70,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.60104185953264,0.28503398110680533,0.25073859280491606
relax3_std_2crash,3,4,2,2,71,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.61760512023898,0.2849106990831886,0.2508724872283601
relax3_std_2crash,3,4,2,2,72,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.6418286163705,0.28840738841775343,0.2512505836259777
relax3_std_2crash,3,4,2,2,73,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.61396024671126,0.28777875767817546,0.2508963759231845
relax3_std_2crash,3,4,2,2,74,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.62738723269331,0.2888773724193598,0.2509096872319402
relax3_std_2crash,3,4,2,2,75,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.64103120575601,0.2874224287602003,0.25109323527627053
relax3_std_2crash,3,4,2,2,76,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.58965834940659,0.2865904332591991,0.2506349829207085
relax3_std_2crash,3,4,2,2,77,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.61612493915686,0.2863226148807368,0.25094107149833383
relax3_std_2crash,3,4,2,2,78,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.61050450830476,0.2875499661520465,0.25150689979140584
relax3_std_2crash,3,4,2,2,79,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.6768124372345,0.2900846751265367,0.25141844112187806
relax3_std_2crash,3,4,2,2,80,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.66949086924387,0.28799230491088407,0.25112778323970764
relax3_std_2crash,3,4,2,2,81,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.61764615116408,0.2866010602346514,0.25117199223704756
relax3_std_2crash,3,4,2,2,82,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.58198948996755,0.28594060210374966,0.2508143730464214
relax3_std_2crash,3,4,2,2,83,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.62548685774823,0.28846223996954007,0.25041398550036414
relax3_std_2crash,3,4,2,2,84,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.67933424444732,0.2869652282644281,0.25100119501368234
relax3_std_2crash,3,4,2,2,85,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.69538702406317,0.28943756653975555,0.2510847773792476
relax3_std_2crash,3,4,2,2,86,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.6678182410194,0.2860211486532282,0.250654406758534
relax3_std_2crash,3,4,2,2,87,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.68716849946827,0.2889216913822963,0.251338098584641
relax3_std_2crash,3,4,2,2,88,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.64150069269272,0.287836852891034,0.25129961270033324
relax3_std_2crash,3,4,2,2,89,0.6052631578947368,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.63514963353714,0.28774098166826145,0.2508403469787456
relax3_maj_2crash,3,3,3,2,40,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.65781884705962,0.28862504548870016,0.287775109374706
relax3_maj_2crash,3,3,3,2,41,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.6349596497214,0.2864214855235808,0.28782820617940524
relax3_maj_2crash,3,3,3,2,42,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.64828867734877,0.2882560352745162,0.28740871989357164
relax3_maj_2crash,3,3,3,2,43,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.65105869330864,0.28888130147545044,0.28774162198204506
relax3_maj_2crash,3,3,3,2,44,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.58693919757934,0.28621705116931323,0.28825649865627284
relax3_maj_2crash,3,3,3,2,45,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.68078441246735,0.2884913274420715,0.28791117927332976
relax3_maj_2crash,3,3,3,2,46,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.60493616722783,0.28728197368754954,0.2879383986022929
relax3_maj_2crash,3,3,3,2,47,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.61428996304335,0.2882333473646711,0.28796414700971995
relax3_maj_2crash,3,3,3,2,48,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.6455242202494,0.2871342163345758,0.2877703375068323
relax3_maj_2crash,3,3,3,2,49,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.65260697279928,0.2874030847086365,0.28766728160282773
relax3_maj_2crash,3,3,3,2,50,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.67408545749299,0.2900947880318995,0.28814986834280043
relax3_maj_2crash,3,3,3,2,51,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.64218495139471,0.28822104665958503,0.28784846972480793
relax3_maj_2crash,3,3,3,2,52,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.617589941706,0.2864204853003858,0.287883924507324
relax3_maj_2crash,3,3,3,2,53,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.62759475603639,0.2881779428155807,0.2880784379784174
relax3_maj_2crash,3,3,3,2,54,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.66872243592047,0.2879549624809299,0.28793563311573833
relax3_maj_2crash,3,3,3,2,55,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.64442268626021,0.28869632410661566,0.2876569886200217
relax3_maj_2crash,3,3,3,2,56,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.63881418068149,0.28731786995284214,0.28823652696702085
relax3_maj_2crash,3,3,3,2,57,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.62617733164257,0.2854201470787431,0.28787333819955513
relax3_maj_2crash,3,3,3,2,58,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.65313293750728,0.2863715832265365,0.2877113826469767
relax3_maj_2crash,3,3,3,2,59,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.64189571950305,0.28771736370882645,0.287755011765767
relax3_maj_2crash,3,3,3,2,60,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.60398945174416,0.28662542766936705,0.2874596478117081
relax3_maj_2crash,3,3,3,2,61,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.65180354944846,0.28735803070785637,0.28763203149383026
relax3_maj_2crash,3,3,3,2,62,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.62618844122017,0.28596223760124534,0.28795953992588424
relax3_maj_2crash,3,3,3,2,63,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.58226876541562,0.28643320227415847,0.2879128843775631
relax3_maj_2crash,3,3,3,2,64,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.65763171424283,0.2894307858555568,0.2878578145186789
relax3_maj_2crash,3,3,3,2,65,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.54419881305853,0.28668728607310134,0.2879323642405614
relax3_maj_2crash,3,3,3,2,66,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.6135305082023,0.2857804509446337,0.2876321566439149
relax3_maj_2crash,3,3,3,2,67,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.64806655247776,0.2892541090696398,0.2878693566828515
relax3_maj_2crash,3,3,3,2,68,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.59260345437997,0.28609191488914115,0.28752403596009013
relax3_maj_2crash,3,3,3,2,69,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.60182580245191,0.28474391349052763,0.28747663224361014
relax3_maj_2crash,3,3,3,2,70,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.61898861107557,0.28667334721234183,0.2877232108684335
relax3_maj_2crash,3,3,3,2,71,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.61702512738543,0.2879207028620342,0.2879737403569134
relax3_maj_2crash,3,3,3,2,72,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.68673582380802,0.28812911906860955,0.2876029375946847
relax3_maj_2crash,3,3,3,2,73,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.6035173844607,0.28910688800799367,0.2878620617640777
relax3_maj_2crash,3,3,3,2,74,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.60133951207376,0.2876356929610132,0.2878472733808578
relax3_maj_2crash,3,3,3,2,75,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.6781648354588,0.28888224337468993,0.28752896839344844
relax3_maj_2crash,3,3,3,2,76,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.64760741649752,0.28730496787614357,0.2875820479276885
relax3_maj_2crash,3,3,3,2,77,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.68237426746032,0.2900365613860005,0.288125138918643
relax3_maj_2crash,3,3,3,2,78,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.65194354006917,0.28890305190191634,0.28812670080314534
relax3_maj_2crash,3,3,3,2,79,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.67396127245456,0.28888604823673286,0.2880077664887822
relax3_maj_2crash,3,3,3,2,80,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.58153471059654,0.28601006437832366,0.2875711401159612
relax3_maj_2crash,3,3,3,2,81,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.65362252627415,0.28875287664581306,0.28781596697507195
relax3_maj_2crash,3,3,3,2,82,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.61569282556457,0.28736303983872385,0.2881934974525611
relax3_maj_2crash,3,3,3,2,83,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.58969796957581,0.28722924245222264,0.287724685125467
relax3_maj_2crash,3,3,3,2,84,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.58107847777615,0.2835580472801766,0.2881767856886981
relax3_maj_2crash,3,3,3,2,85,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.70072736300403,0.2906864354903339,0.2881404997456569
relax3_maj_2crash,3,3,3,2,86,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.66493309505381,0.2862676907675674,0.2881167534904403
relax3_maj_2crash,3,3,3,2,87,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.6353306567712,0.28858695572550846,0.28836388057006523
relax3_maj_2crash,3,3,3,2,88,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.66356998537594,0.2871683387178727,0.2878767005864001
relax3_maj_2crash,3,3,3,2,89,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.61019657529823,0.28606369116280067,0.2881820997822507
