scenario,global_q2_thresh,earth_q1,earth_q2,crash_count,seed,earth_local_rate,global_pre_rate,global_during_rate,global_post_rate,global_transition_success,global_transition_total,phase_timeout_s,pre_window_s,post_window_s,temporally_scaled,recovery_lag_s,avg_global_latency_s,avg_earth_latency_s
strict_std_0crash,strict,4,2,0,51,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.13046744225358,0.1856623666778062,0.2510953641363008
strict_std_0crash,strict,4,2,0,52,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.17464424435934,0.18389265437634303,0.25089424375918706
strict_std_0crash,strict,4,2,0,53,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.0961458518841,0.1838666059870093,0.25075044436889565
strict_std_0crash,strict,4,2,0,54,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.09868773455219,0.18313813031979542,0.25092535711267827
strict_std_0crash,strict,4,2,0,55,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.09300191610077,0.18142966421027065,0.25088652974453723
strict_std_0crash,strict,4,2,0,56,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.14741646068842,0.18349930469955347,0.2508621142438008
strict_std_0crash,strict,4,2,0,57,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.10238986331069,0.1823809362742177,0.2512378286107075
strict_std_0crash,strict,4,2,0,58,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.12127911621496,0.18474326362059382,0.25091559377957595
strict_std_0crash,strict,4,2,0,59,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.02362438299565,0.18078880927080304,0.25138748573486525
strict_std_0crash,strict,4,2,0,60,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.0913186907153,0.1811164323053295,0.25118799837875516
strict_std_0crash,strict,4,2,0,61,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.13269204295648,0.18401959223276015,0.25102866801180057
strict_std_0crash,strict,4,2,0,62,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.06255035510935,0.18119871476909585,0.25107176247498575
strict_std_0crash,strict,4,2,0,63,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.10951153499377,0.1824084605872963,0.25074420871579456
strict_std_0crash,strict,4,2,0,64,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.10795822883097,0.18233447725811913,0.25094491461466456
strict_std_0crash,strict,4,2,0,65,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.07851866455167,0.1810414657815961,0.2508589279571246
strict_std_0crash,strict,4,2,0,66,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.10768011008327,0.18274021067831817,0.2509021230708637
strict_std_0crash,strict,4,2,0,67,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.03491938115963,0.18021619276250395,0.2509107125509303
strict_std_0crash,strict,4,2,0,68,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.09500844847071,0.18272030148644663,0.25095484103024246
strict_std_0crash,strict,4,2,0,69,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.12216896425889,0.1840753892839552,0.25099589729892646
strict_std_0crash,strict,4,2,0,70,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.16794085139213,0.18575377682973804,0.2510306767065524
strict_std_0crash,strict,4,2,0,71,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.11657560967387,0.18291005928228066,0.25110239735616163
strict_std_0crash,strict,4,2,0,72,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.07958420044451,0.18214398102686766,0.2511186404443594
strict_std_0crash,strict,4,2,0,73,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.07601992144464,0.1833467681939893,0.25085894871344266
strict_std_0crash,strict,4,2,0,74,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.13846227465092,0.18394210490021756,0.25096620062507985
strict_std_0crash,strict,4,2,0,75,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.0800115342347,0.1813147775588727,0.25074062799858826
strict_std_0crash,strict,4,2,0,76,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.11044047190012,0.18413057663447838,0.2508568368645371
strict_std_0crash,strict,4,2,0,77,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.1623453980817,0.1838077707884455,0.2510113231877595
strict_std_0crash,strict,4,2,0,78,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.17536976322094,0.18498108297082191,0.2511736370947458
strict_std_0crash,strict,4,2,0,79,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.0585227424699,0.1814914768017925,0.2513819998291949
strict_std_0crash,strict,4,2,0,80,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.08315368981653,0.18319542521596038,0.25089011002032574
strict_std_0crash,strict,4,2,0,81,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.10548028450967,0.18247506359237567,0.25103698173764843
strict_std_0crash,strict,4,2,0,82,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.16446771392225,0.18297172060570147,0.2511774442988366
strict_std_0crash,strict,4,2,0,83,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.14793073263877,0.18458028749019023,0.25078570882619683
strict_std_0crash,strict,4,2,0,84,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.04385671937212,0.18090484197148032,0.2510691784613353
strict_std_0crash,strict,4,2,0,85,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.12629951786744,0.1844574386444134,0.2509218761776304
strict_std_0crash,strict,4,2,0,86,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.14692032801076,0.18354247889830821,0.25114375682290724
strict_std_0crash,strict,4,2,0,87,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.12453079032798,0.18408764108597409,0.2508682044452796
strict_std_0crash,strict,4,2,0,88,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.08484984289771,0.18161380821137768,0.25126842902114865
strict_std_0crash,strict,4,2,0,89,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,93.14478695926277,0.18327306357864173,0.2510318909896797
strict_std_1crash,strict,4,2,1,40,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18125565413212846,0.25066467286107696
strict_std_1crash,strict,4,2,1,41,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18400596020713436,0.25103654133282993
strict_std_1crash,strict,4,2,1,42,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18154158059656494,0.25099084549481093
strict_std_1crash,strict,4,2,1,43,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18266510619288626,0.25099493823994296
strict_std_1crash,strict,4,2,1,44,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18099784897249263,0.2508702937350258
strict_std_1crash,strict,4,2,1,45,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18162876694752653,0.25086246845395704
strict_std_1crash,strict,4,2,1,46,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18292265362859778,0.25079748778934474
strict_std_1crash,strict,4,2,1,47,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18693139189184327,0.250943592270094
strict_std_1crash,strict,4,2,1,48,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.17995439089950996,0.25088816860889096
strict_std_1crash,strict,4,2,1,49,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18510605459773458,0.25089611319055766
strict_std_1crash,strict,4,2,1,50,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18469135930285546,0.2511925761922791
strict_std_1crash,strict,4,2,1,51,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18467402815734807,0.2512044580211071
strict_std_1crash,strict,4,2,1,52,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.1868046095415985,0.25108381611610875
strict_std_1crash,strict,4,2,1,53,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.1818147465637424,0.2510457342288645
strict_std_1crash,strict,4,2,1,54,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18189044219287157,0.2508332099069789
strict_std_1crash,strict,4,2,1,55,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18570610110250496,0.25092157343639576
strict_std_1crash,strict,4,2,1,56,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18847677802581858,0.25111634499451696
strict_std_1crash,strict,4,2,1,57,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18491526753114013,0.25131196715875476
strict_std_1crash,strict,4,2,1,58,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.1817288368701699,0.2511415837684394
strict_std_1crash,strict,4,2,1,59,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.17897179382516315,0.2508010953922934
strict_std_1crash,strict,4,2,1,60,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18405676799280443,0.25068083333639585
strict_std_1crash,strict,4,2,1,61,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18929622605262303,0.25104696102081864
strict_std_1crash,strict,4,2,1,62,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18242331823797375,0.250991570650401
strict_std_1crash,strict,4,2,1,63,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18541483582215704,0.250966758858042
strict_std_1crash,strict,4,2,1,64,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18609664776755802,0.2508764370021986
strict_std_1crash,strict,4,2,1,65,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.1835966287568002,0.2510688539746933
strict_std_1crash,strict,4,2,1,66,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.1817555186680956,0.2509301219157972
strict_std_1crash,strict,4,2,1,67,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.1776951802005961,0.2512086369497551
strict_std_1crash,strict,4,2,1,68,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.1826409064287302,0.25079871947415
strict_std_1crash,strict,4,2,1,69,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18506859512694024,0.25076270982551985
strict_std_1crash,strict,4,2,1,70,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.1889834077315713,0.2507550370142533
strict_std_1crash,strict,4,2,1,71,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18480031389991686,0.2510593223243243
strict_std_1crash,strict,4,2,1,72,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18305063339719863,0.2512641552434944
strict_std_1crash,strict,4,2,1,73,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18196852004804312,0.25093994410737624
strict_std_1crash,strict,4,2,1,74,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18541909359983413,0.2512859176323426
strict_std_1crash,strict,4,2,1,75,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18450424007423927,0.25075975896963304
strict_std_1crash,strict,4,2,1,76,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.1835789145754605,0.250815699870121
strict_std_1crash,strict,4,2,1,77,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.1839606193389125,0.2509319730402771
strict_std_1crash,strict,4,2,1,78,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18425758107441442,0.2511603150841591
strict_std_1crash,strict,4,2,1,79,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.17578293358643957,0.25140358188812917
strict_std_1crash,strict,4,2,1,80,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.1806967621248511,0.25106490913443436
strict_std_1crash,strict,4,2,1,81,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18457169882632762,0.2510465852914047
strict_std_1crash,strict,4,2,1,82,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.1828284559791981,0.2508870668566858
strict_std_1crash,strict,4,2,1,83,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18324784679405365,0.2509106405312373
strict_std_1crash,strict,4,2,1,84,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.1837431792524628,0.2509261801138201
strict_std_1crash,strict,4,2,1,85,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18576117190251223,0.2509662644344717
strict_std_1crash,strict,4,2,1,86,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18637682070987038,0.25102372901856296
strict_std_1crash,strict,4,2,1,87,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18384539048251006,0.2509296874129345
strict_std_1crash,strict,4,2,1,88,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.1827278132647719,0.2513738026042725
strict_std_1crash,strict,4,2,1,89,1.0,1.0,0.0,0.0,0,1,500.0,930.0,2500.0,1,,0.18359901508139315,0.2510037559958202
relax4_std_0crash,4,4,2,0,40,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.26451915241478,0.2504412769064867,0.2507447087991646
relax4_std_0crash,4,4,2,0,41,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.25774878245306,0.2503221727260378,0.2510673977429369
relax4_std_0crash,4,4,2,0,42,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.25825721361707,0.2515527709024685,0.250906294128388
relax4_std_0crash,4,4,2,0,43,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.29459509527487,0.2515668050712607,0.25084543249094976
relax4_std_0crash,4,4,2,0,44,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.20829057628521,0.2489696098380785,0.2508692582164621
relax4_std_0crash,4,4,2,0,45,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.27902801014534,0.2511025061393168,0.25122718081472883
relax4_std_0crash,4,4,2,0,46,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.26900613742282,0.2510989970535503,0.25088867805640924
relax4_std_0crash,4,4,2,0,47,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.22607026744595,0.25087764321630524,0.25101696584881206
relax4_std_0crash,4,4,2,0,48,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.2399122652464,0.24771840640779735,0.25119798343530086
relax4_std_0crash,4,4,2,0,49,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.18888319331745,0.24877858655249452,0.25068596733661414
relax4_std_0crash,4,4,2,0,50,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.31395916207862,0.25212620868570285,0.2512481203248703
relax4_std_0crash,4,4,2,0,51,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.29494216243415,0.2500926563127748,0.2510544448289459
relax4_std_0crash,4,4,2,0,52,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.28416850202689,0.25126593415977444,0.25094127099663655
relax4_std_0crash,4,4,2,0,53,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.24224424951672,0.25174296950434105,0.25099311727046975
relax4_std_0crash,4,4,2,0,54,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.29281084269564,0.25004368246016623,0.25105388646414467
relax4_std_0crash,4,4,2,0,55,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.30071592251602,0.2515693095490602,0.2508394738686457
relax4_std_0crash,4,4,2,0,56,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.29271870979665,0.2512749648017165,0.2511768443040299
relax4_std_0crash,4,4,2,0,57,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.27060111504761,0.2505179107329324,0.25115420092739627
relax4_std_0crash,4,4,2,0,58,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.28547240625767,0.2512748943650641,0.250911200111981
relax4_std_0crash,4,4,2,0,59,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.26782908857172,0.24889634825569454,0.2513680331529338
relax4_std_0crash,4,4,2,0,60,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.32136705519724,0.2505717434257143,0.2510665899006908
relax4_std_0crash,4,4,2,0,61,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.29786766843176,0.2530394305858784,0.25098535412988165
relax4_std_0crash,4,4,2,0,62,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.26713813332822,0.2512262808092732,0.25107376740749043
relax4_std_0crash,4,4,2,0,63,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.24741613121955,0.2498140142901699,0.2507659980177261
relax4_std_0crash,4,4,2,0,64,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.18848961455615,0.24929327007275023,0.2510005666189654
relax4_std_0crash,4,4,2,0,65,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.2833676318794,0.2513285338419047,0.25086086619346365
relax4_std_0crash,4,4,2,0,66,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.31624546786065,0.25260881832833376,0.2508967798519918
relax4_std_0crash,4,4,2,0,67,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.26043574113146,0.24830572649086413,0.2508695100791837
relax4_std_0crash,4,4,2,0,68,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.2793420283167,0.25027301246380507,0.2509395429466717
relax4_std_0crash,4,4,2,0,69,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.31129232113335,0.2531135637021964,0.25103083693341666
relax4_std_0crash,4,4,2,0,70,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.23936081387296,0.2517082637519436,0.25091411527069213
relax4_std_0crash,4,4,2,0,71,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.22847451247344,0.25134872720051915,0.2512182890439686
relax4_std_0crash,4,4,2,0,72,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.32205800648853,0.2542735371374302,0.2511796893304637
relax4_std_0crash,4,4,2,0,73,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.28342325737185,0.24992702626842192,0.25084622129524814
relax4_std_0crash,4,4,2,0,74,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.28314574682668,0.2521055469045137,0.25099935830407544
relax4_std_0crash,4,4,2,0,75,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.2068377239807,0.2502831209221787,0.250891808366229
relax4_std_0crash,4,4,2,0,76,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.25262859812938,0.2516743141819166,0.25085993724720745
relax4_std_0crash,4,4,2,0,77,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.29329153192998,0.2517573616428095,0.25101592891046054
relax4_std_0crash,4,4,2,0,78,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.27600266317495,0.2516897692238846,0.25116417790714196
relax4_std_0crash,4,4,2,0,79,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.2613830772766,0.25031407393764876,0.25118219861890057
relax4_std_0crash,4,4,2,0,80,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.23888989462807,0.25054072128475147,0.25091654109122596
relax4_std_0crash,4,4,2,0,81,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.27684374413275,0.2519628835797229,0.25102370628146614
relax4_std_0crash,4,4,2,0,82,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.20573937141785,0.2479733644506469,0.25111195555570587
relax4_std_0crash,4,4,2,0,83,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.28364653778294,0.25331031769014783,0.25083877781608444
relax4_std_0crash,4,4,2,0,84,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.21525253727827,0.2495561732844179,0.2511083465555572
relax4_std_0crash,4,4,2,0,85,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.3118072008981,0.2533848725005031,0.2509472770960682
relax4_std_0crash,4,4,2,0,86,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.2033700249799,0.2494761902639805,0.2511333304777537
relax4_std_0crash,4,4,2,0,87,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.24197828184356,0.2505076480188568,0.25089515089187486
relax4_std_0crash,4,4,2,0,88,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.30716015211169,0.25166054468575333,0.2512946413754783
relax4_std_0crash,4,4,2,0,89,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.22419403189724,0.24984064588427748,0.2509971287769944
relax4_std_1crash,4,4,2,1,40,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.29660697065924,0.2523521143221281,0.2508258533574572
relax4_std_1crash,4,4,2,1,41,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.21161957198478,0.24777824981512334,0.25135987371608665
relax4_std_1crash,4,4,2,1,42,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.24917768995897,0.25040026992462805,0.2509829654099025
relax4_std_1crash,4,4,2,1,43,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.27926258372008,0.2511311170589961,0.2508226002099247
relax4_std_1crash,4,4,2,1,44,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.22404642521701,0.25004225491005505,0.2510078734590869
relax4_std_1crash,4,4,2,1,45,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.25863613611182,0.2516211245977953,0.25104744018336983
relax4_std_1crash,4,4,2,1,46,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.29168734600171,0.25160691105120464,0.2506761798297049
relax4_std_1crash,4,4,2,1,47,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.26081048750302,0.2517034209694646,0.2509716604332124
relax4_std_1crash,4,4,2,1,48,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.2344714001938,0.24916252013454984,0.25101637226253215
relax4_std_1crash,4,4,2,1,49,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.19151130357932,0.24879698328733627,0.2510176604502685
relax4_std_1crash,4,4,2,1,50,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.30115588029798,0.25038197556896175,0.25108876556073667
relax4_std_1crash,4,4,2,1,51,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.29256102841009,0.25140491211420635,0.2511627181553419
relax4_std_1crash,4,4,2,1,52,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.28462780983955,0.2504212402853158,0.2508724954755252
relax4_std_1crash,4,4,2,1,53,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.2629956150015,0.2513859161893602,0.25100897516278403
relax4_std_1crash,4,4,2,1,54,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.2686518146254,0.2510739846454458,0.2509230576082641
relax4_std_1crash,4,4,2,1,55,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.28796010851124,0.25244927278965307,0.2507258182047986
relax4_std_1crash,4,4,2,1,56,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.22648171067885,0.24855218344518454,0.25102941814490637
relax4_std_1crash,4,4,2,1,57,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.23697486943229,0.2507468108251908,0.25079601408435387
relax4_std_1crash,4,4,2,1,58,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.25296609867905,0.25059231812049265,0.2512971285385703
relax4_std_1crash,4,4,2,1,59,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.25974116922976,0.25061643370831604,0.25094288068384535
relax4_std_1crash,4,4,2,1,60,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.33173436426955,0.2526153898271636,0.2509017801611676
relax4_std_1crash,4,4,2,1,61,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.2672167935932,0.25047820152690736,0.25082171141445614
relax4_std_1crash,4,4,2,1,62,1.0,1.0,1.0,1.0,0,0,500.0,930.0,2500.0,1,94.25751176523227,0.25073743440786267,0.2509834855904709
