arm,seed,k,incumbent_max_rounds,jitter_scale,flip_applied,flip_time,cap_before,cap_after,healthy_committed,decided_by,healthy_ttfc,healthy_rounds,incumbent_p1_quorums,incumbent_committed,decided_value,nacks_seen_by_healthy
c1_absent,60,5,1,1.0,False,,,,True,healthy,0.17103544716607288,1,0,False,healthy-1,0
c1_absent,61,5,1,1.0,False,,,,True,healthy,0.18010267249949052,1,0,False,healthy-1,0
c1_absent,62,5,1,1.0,False,,,,True,healthy,0.16899609943679472,1,0,False,healthy-1,0
c1_absent,63,5,1,1.0,False,,,,True,healthy,0.19146368781430123,1,0,False,healthy-1,0
c1_absent,64,5,1,1.0,False,,,,True,healthy,0.1818129545763636,1,0,False,healthy-1,0
c1_absent,65,5,1,1.0,False,,,,True,healthy,0.17418739206867695,1,0,False,healthy-1,0
c1_absent,66,5,1,1.0,False,,,,True,healthy,0.18666312184108858,1,0,False,healthy-1,0
c1_absent,67,5,1,1.0,False,,,,True,healthy,0.18418736850549156,1,0,False,healthy-1,0
c1_absent,68,5,1,1.0,False,,,,True,healthy,0.17586964815918282,1,0,False,healthy-1,0
c1_absent,69,5,1,1.0,False,,,,True,healthy,0.18170854362741728,1,0,False,healthy-1,0
c1_absent,70,5,1,1.0,False,,,,True,healthy,0.18042772814129382,1,0,False,healthy-1,0
c1_absent,71,5,1,1.0,False,,,,True,healthy,0.16391833461555283,1,0,False,healthy-1,0
c1_absent,72,5,1,1.0,False,,,,True,healthy,0.19743982339138277,1,0,False,healthy-1,0
c1_absent,73,5,1,1.0,False,,,,True,healthy,0.18147017005570998,1,0,False,healthy-1,0
c1_absent,74,5,1,1.0,False,,,,True,healthy,0.16431958653125722,1,0,False,healthy-1,0
c1_absent,75,5,1,1.0,False,,,,True,healthy,0.18500009928116956,1,0,False,healthy-1,0
c1_absent,76,5,1,1.0,False,,,,True,healthy,0.19407634774363114,1,0,False,healthy-1,0
c1_absent,77,5,1,1.0,False,,,,True,healthy,0.17788238813950397,1,0,False,healthy-1,0
c1_absent,78,5,1,1.0,False,,,,True,healthy,0.18880702072652067,1,0,False,healthy-1,0
c1_absent,79,5,1,1.0,False,,,,True,healthy,0.1672362488848096,1,0,False,healthy-1,0
c1_absent,80,5,1,1.0,False,,,,True,healthy,0.19402871960213197,1,0,False,healthy-1,0
c1_absent,81,5,1,1.0,False,,,,True,healthy,0.177713940894626,1,0,False,healthy-1,0
c1_absent,82,5,1,1.0,False,,,,True,healthy,0.16632342271558187,1,0,False,healthy-1,0
c1_absent,83,5,1,1.0,False,,,,True,healthy,0.19113578183481383,1,0,False,healthy-1,0
c1_absent,84,5,1,1.0,False,,,,True,healthy,0.19498382927622693,1,0,False,healthy-1,0
c1_absent,85,5,1,1.0,False,,,,True,healthy,0.18102002528706684,1,0,False,healthy-1,0
c1_absent,86,5,1,1.0,False,,,,True,healthy,0.18637006292797498,1,0,False,healthy-1,0
c1_absent,87,5,1,1.0,False,,,,True,healthy,0.18182871594408745,1,0,False,healthy-1,0
c1_absent,88,5,1,1.0,False,,,,True,healthy,0.18259195885937718,1,0,False,healthy-1,0
c1_absent,89,5,1,1.0,False,,,,True,healthy,0.1915358429945231,1,0,False,healthy-1,0
c1_absent,40,5,2,1.0,False,,,,True,healthy,0.17079496985812703,1,0,False,healthy-1,0
c1_absent,41,5,2,1.0,False,,,,True,healthy,0.19735335782868724,1,0,False,healthy-1,0
c1_absent,42,5,2,1.0,False,,,,True,healthy,0.1785794563894072,1,0,False,healthy-1,0
c1_absent,43,5,2,1.0,False,,,,True,healthy,0.16679855909922026,1,0,False,healthy-1,0
c1_absent,44,5,2,1.0,False,,,,True,healthy,0.18625949242136475,1,0,False,healthy-1,0
c1_absent,45,5,2,1.0,False,,,,True,healthy,0.19676421045934944,1,0,False,healthy-1,0
c1_absent,46,5,2,1.0,False,,,,True,healthy,0.1918571370932849,1,0,False,healthy-1,0
c1_absent,47,5,2,1.0,False,,,,True,healthy,0.18248679997599915,1,0,False,healthy-1,0
c1_absent,48,5,2,1.0,False,,,,True,healthy,0.163909275065798,1,0,False,healthy-1,0
c1_absent,49,5,2,1.0,False,,,,True,healthy,0.18940384708864588,1,0,False,healthy-1,0
c1_absent,50,5,2,1.0,False,,,,True,healthy,0.17638182978482142,1,0,False,healthy-1,0
c1_absent,51,5,2,1.0,False,,,,True,healthy,0.1846048977600505,1,0,False,healthy-1,0
c1_absent,52,5,2,1.0,False,,,,True,healthy,0.17220667856391003,1,0,False,healthy-1,0
c1_absent,53,5,2,1.0,False,,,,True,healthy,0.17894707278149724,1,0,False,healthy-1,0
c1_absent,54,5,2,1.0,False,,,,True,healthy,0.19326341639927058,1,0,False,healthy-1,0
c1_absent,55,5,2,1.0,False,,,,True,healthy,0.2002128808842496,1,0,False,healthy-1,0
c1_absent,56,5,2,1.0,False,,,,True,healthy,0.19210973080001637,1,0,False,healthy-1,0
c1_absent,57,5,2,1.0,False,,,,True,healthy,0.17942800279721105,1,0,False,healthy-1,0
c1_absent,58,5,2,1.0,False,,,,True,healthy,0.18728172632325268,1,0,False,healthy-1,0
c1_absent,59,5,2,1.0,False,,,,True,healthy,0.1793037199909504,1,0,False,healthy-1,0
c1_absent,60,5,2,1.0,False,,,,True,healthy,0.17103544716607288,1,0,False,healthy-1,0
c1_absent,61,5,2,1.0,False,,,,True,healthy,0.18010267249949052,1,0,False,healthy-1,0
c1_absent,62,5,2,1.0,False,,,,True,healthy,0.16899609943679472,1,0,False,healthy-1,0
c1_absent,63,5,2,1.0,False,,,,True,healthy,0.19146368781430123,1,0,False,healthy-1,0
c1_absent,64,5,2,1.0,False,,,,True,healthy,0.1818129545763636,1,0,False,healthy-1,0
c1_absent,65,5,2,1.0,False,,,,True,healthy,0.17418739206867695,1,0,False,healthy-1,0
c1_absent,66,5,2,1.0,False,,,,True,healthy,0.18666312184108858,1,0,False,healthy-1,0
c1_absent,67,5,2,1.0,False,,,,True,healthy,0.18418736850549156,1,0,False,healthy-1,0
c1_absent,68,5,2,1.0,False,,,,True,healthy,0.17586964815918282,1,0,False,healthy-1,0
c1_absent,69,5,2,1.0,False,,,,True,healthy,0.18170854362741728,1,0,False,healthy-1,0
c1_absent,70,5,2,1.0,False,,,,True,healthy,0.18042772814129382,1,0,False,healthy-1,0
c1_absent,71,5,2,1.0,False,,,,True,healthy,0.16391833461555283,1,0,False,healthy-1,0
c1_absent,72,5,2,1.0,False,,,,True,healthy,0.19743982339138277,1,0,False,healthy-1,0
c1_absent,73,5,2,1.0,False,,,,True,healthy,0.18147017005570998,1,0,False,healthy-1,0
c1_absent,74,5,2,1.0,False,,,,True,healthy,0.16431958653125722,1,0,False,healthy-1,0
c1_absent,75,5,2,1.0,False,,,,True,healthy,0.18500009928116956,1,0,False,healthy-1,0
c1_absent,76,5,2,1.0,False,,,,True,healthy,0.19407634774363114,1,0,False,healthy-1,0
c1_absent,77,5,2,1.0,False,,,,True,healthy,0.17788238813950397,1,0,False,healthy-1,0
c1_absent,78,5,2,1.0,False,,,,True,healthy,0.18880702072652067,1,0,False,healthy-1,0
c1_absent,79,5,2,1.0,False,,,,True,healthy,0.1672362488848096,1,0,False,healthy-1,0
c1_absent,80,5,2,1.0,False,,,,True,healthy,0.19402871960213197,1,0,False,healthy-1,0
c1_absent,81,5,2,1.0,False,,,,True,healthy,0.177713940894626,1,0,False,healthy-1,0
c1_absent,82,5,2,1.0,False,,,,True,healthy,0.16632342271558187,1,0,False,healthy-1,0
c1_absent,83,5,2,1.0,False,,,,True,healthy,0.19113578183481383,1,0,False,healthy-1,0
c1_absent,84,5,2,1.0,False,,,,True,healthy,0.19498382927622693,1,0,False,healthy-1,0
c1_absent,85,5,2,1.0,False,,,,True,healthy,0.18102002528706684,1,0,False,healthy-1,0
c1_absent,86,5,2,1.0,False,,,,True,healthy,0.18637006292797498,1,0,False,healthy-1,0
c1_absent,87,5,2,1.0,False,,,,True,healthy,0.18182871594408745,1,0,False,healthy-1,0
c1_absent,88,5,2,1.0,False,,,,True,healthy,0.18259195885937718,1,0,False,healthy-1,0
c1_absent,89,5,2,1.0,False,,,,True,healthy,0.1915358429945231,1,0,False,healthy-1,0
c1_absent,40,5,4,1.0,False,,,,True,healthy,0.17079496985812703,1,0,False,healthy-1,0
c1_absent,41,5,4,1.0,False,,,,True,healthy,0.19735335782868724,1,0,False,healthy-1,0
c1_absent,42,5,4,1.0,False,,,,True,healthy,0.1785794563894072,1,0,False,healthy-1,0
c1_absent,43,5,4,1.0,False,,,,True,healthy,0.16679855909922026,1,0,False,healthy-1,0
c1_absent,44,5,4,1.0,False,,,,True,healthy,0.18625949242136475,1,0,False,healthy-1,0
c1_absent,45,5,4,1.0,False,,,,True,healthy,0.19676421045934944,1,0,False,healthy-1,0
c1_absent,46,5,4,1.0,False,,,,True,healthy,0.1918571370932849,1,0,False,healthy-1,0
c1_absent,47,5,4,1.0,False,,,,True,healthy,0.18248679997599915,1,0,False,healthy-1,0
c1_absent,48,5,4,1.0,False,,,,True,healthy,0.163909275065798,1,0,False,healthy-1,0
c1_absent,49,5,4,1.0,False,,,,True,healthy,0.18940384708864588,1,0,False,healthy-1,0
c1_absent,50,5,4,1.0,False,,,,True,healthy,0.17638182978482142,1,0,False,healthy-1,0
c1_absent,51,5,4,1.0,False,,,,True,healthy,0.1846048977600505,1,0,False,healthy-1,0
c1_absent,52,5,4,1.0,False,,,,True,healthy,0.17220667856391003,1,0,False,healthy-1,0
c1_absent,53,5,4,1.0,False,,,,True,healthy,0.17894707278149724,1,0,False,healthy-1,0
c1_absent,54,5,4,1.0,False,,,,True,healthy,0.19326341639927058,1,0,False,healthy-1,0
c1_absent,55,5,4,1.0,False,,,,True,healthy,0.2002128808842496,1,0,False,healthy-1,0
c1_absent,56,5,4,1.0,False,,,,True,healthy,0.19210973080001637,1,0,False,healthy-1,0
c1_absent,57,5,4,1.0,False,,,,True,healthy,0.17942800279721105,1,0,False,healthy-1,0
c1_absent,58,5,4,1.0,False,,,,True,healthy,0.18728172632325268,1,0,False,healthy-1,0
c1_absent,59,5,4,1.0,False,,,,True,healthy,0.1793037199909504,1,0,False,healthy-1,0
c1_absent,60,5,4,1.0,False,,,,True,healthy,0.17103544716607288,1,0,False,healthy-1,0
c1_absent,61,5,4,1.0,False,,,,True,healthy,0.18010267249949052,1,0,False,healthy-1,0
c1_absent,62,5,4,1.0,False,,,,True,healthy,0.16899609943679472,1,0,False,healthy-1,0
c1_absent,63,5,4,1.0,False,,,,True,healthy,0.19146368781430123,1,0,False,healthy-1,0
c1_absent,64,5,4,1.0,False,,,,True,healthy,0.1818129545763636,1,0,False,healthy-1,0
c1_absent,65,5,4,1.0,False,,,,True,healthy,0.17418739206867695,1,0,False,healthy-1,0
c1_absent,66,5,4,1.0,False,,,,True,healthy,0.18666312184108858,1,0,False,healthy-1,0
c1_absent,67,5,4,1.0,False,,,,True,healthy,0.18418736850549156,1,0,False,healthy-1,0
c1_absent,68,5,4,1.0,False,,,,True,healthy,0.17586964815918282,1,0,False,healthy-1,0
c1_absent,69,5,4,1.0,False,,,,True,healthy,0.18170854362741728,1,0,False,healthy-1,0
c1_absent,70,5,4,1.0,False,,,,True,healthy,0.18042772814129382,1,0,False,healthy-1,0
c1_absent,71,5,4,1.0,False,,,,True,healthy,0.16391833461555283,1,0,False,healthy-1,0
c1_absent,72,5,4,1.0,False,,,,True,healthy,0.19743982339138277,1,0,False,healthy-1,0
c1_absent,73,5,4,1.0,False,,,,True,healthy,0.18147017005570998,1,0,False,healthy-1,0
c1_absent,74,5,4,1.0,False,,,,True,healthy,0.16431958653125722,1,0,False,healthy-1,0
c1_absent,75,5,4,1.0,False,,,,True,healthy,0.18500009928116956,1,0,False,healthy-1,0
c1_absent,76,5,4,1.0,False,,,,True,healthy,0.19407634774363114,1,0,False,healthy-1,0
c1_absent,77,5,4,1.0,False,,,,True,healthy,0.17788238813950397,1,0,False,healthy-1,0
c1_absent,78,5,4,1.0,False,,,,True,healthy,0.18880702072652067,1,0,False,healthy-1,0
c1_absent,79,5,4,1.0,False,,,,True,healthy,0.1672362488848096,1,0,False,healthy-1,0
c1_absent,80,5,4,1.0,False,,,,True,healthy,0.19402871960213197,1,0,False,healthy-1,0
c1_absent,81,5,4,1.0,False,,,,True,healthy,0.177713940894626,1,0,False,healthy-1,0
c1_absent,82,5,4,1.0,False,,,,True,healthy,0.16632342271558187,1,0,False,healthy-1,0
c1_absent,83,5,4,1.0,False,,,,True,healthy,0.19113578183481383,1,0,False,healthy-1,0
c1_absent,84,5,4,1.0,False,,,,True,healthy,0.19498382927622693,1,0,False,healthy-1,0
c1_absent,85,5,4,1.0,False,,,,True,healthy,0.18102002528706684,1,0,False,healthy-1,0
c1_absent,86,5,4,1.0,False,,,,True,healthy,0.18637006292797498,1,0,False,healthy-1,0
c1_absent,87,5,4,1.0,False,,,,True,healthy,0.18182871594408745,1,0,False,healthy-1,0
c1_absent,88,5,4,1.0,False,,,,True,healthy,0.18259195885937718,1,0,False,healthy-1,0
c1_absent,89,5,4,1.0,False,,,,True,healthy,0.1915358429945231,1,0,False,healthy-1,0
c1_absent,40,5,8,1.0,False,,,,True,healthy,0.17079496985812703,1,0,False,healthy-1,0
c1_absent,41,5,8,1.0,False,,,,True,healthy,0.19735335782868724,1,0,False,healthy-1,0
c1_absent,42,5,8,1.0,False,,,,True,healthy,0.1785794563894072,1,0,False,healthy-1,0
c1_absent,43,5,8,1.0,False,,,,True,healthy,0.16679855909922026,1,0,False,healthy-1,0
c1_absent,44,5,8,1.0,False,,,,True,healthy,0.18625949242136475,1,0,False,healthy-1,0
c1_absent,45,5,8,1.0,False,,,,True,healthy,0.19676421045934944,1,0,False,healthy-1,0
c1_absent,46,5,8,1.0,False,,,,True,healthy,0.1918571370932849,1,0,False,healthy-1,0
c1_absent,47,5,8,1.0,False,,,,True,healthy,0.18248679997599915,1,0,False,healthy-1,0
c1_absent,48,5,8,1.0,False,,,,True,healthy,0.163909275065798,1,0,False,healthy-1,0
c1_absent,49,5,8,1.0,False,,,,True,healthy,0.18940384708864588,1,0,False,healthy-1,0
c1_absent,50,5,8,1.0,False,,,,True,healthy,0.17638182978482142,1,0,False,healthy-1,0
c1_absent,51,5,8,1.0,False,,,,True,healthy,0.1846048977600505,1,0,False,healthy-1,0
c1_absent,52,5,8,1.0,False,,,,True,healthy,0.17220667856391003,1,0,False,healthy-1,0
c1_absent,53,5,8,1.0,False,,,,True,healthy,0.17894707278149724,1,0,False,healthy-1,0
c1_absent,54,5,8,1.0,False,,,,True,healthy,0.19326341639927058,1,0,False,healthy-1,0
c1_absent,55,5,8,1.0,False,,,,True,healthy,0.2002128808842496,1,0,False,healthy-1,0
c1_absent,56,5,8,1.0,False,,,,True,healthy,0.19210973080001637,1,0,False,healthy-1,0
c1_absent,57,5,8,1.0,False,,,,True,healthy,0.17942800279721105,1,0,False,healthy-1,0
c1_absent,58,5,8,1.0,False,,,,True,healthy,0.18728172632325268,1,0,False,healthy-1,0
c1_absent,59,5,8,1.0,False,,,,True,healthy,0.1793037199909504,1,0,False,healthy-1,0
c1_absent,60,5,8,1.0,False,,,,True,healthy,0.17103544716607288,1,0,False,healthy-1,0
c1_absent,61,5,8,1.0,False,,,,True,healthy,0.18010267249949052,1,0,False,healthy-1,0
c1_absent,62,5,8,1.0,False,,,,True,healthy,0.16899609943679472,1,0,False,healthy-1,0
c1_absent,63,5,8,1.0,False,,,,True,healthy,0.19146368781430123,1,0,False,healthy-1,0
c1_absent,64,5,8,1.0,False,,,,True,healthy,0.1818129545763636,1,0,False,healthy-1,0
c1_absent,65,5,8,1.0,False,,,,True,healthy,0.17418739206867695,1,0,False,healthy-1,0
c1_absent,66,5,8,1.0,False,,,,True,healthy,0.18666312184108858,1,0,False,healthy-1,0
c1_absent,67,5,8,1.0,False,,,,True,healthy,0.18418736850549156,1,0,False,healthy-1,0
c1_absent,68,5,8,1.0,False,,,,True,healthy,0.17586964815918282,1,0,False,healthy-1,0
c1_absent,69,5,8,1.0,False,,,,True,healthy,0.18170854362741728,1,0,False,healthy-1,0
c1_absent,70,5,8,1.0,False,,,,True,healthy,0.18042772814129382,1,0,False,healthy-1,0
c1_absent,71,5,8,1.0,False,,,,True,healthy,0.16391833461555283,1,0,False,healthy-1,0
c1_absent,72,5,8,1.0,False,,,,True,healthy,0.19743982339138277,1,0,False,healthy-1,0
c1_absent,73,5,8,1.0,False,,,,True,healthy,0.18147017005570998,1,0,False,healthy-1,0
c1_absent,74,5,8,1.0,False,,,,True,healthy,0.16431958653125722,1,0,False,healthy-1,0
c1_absent,75,5,8,1.0,False,,,,True,healthy,0.18500009928116956,1,0,False,healthy-1,0
c1_absent,76,5,8,1.0,False,,,,True,healthy,0.19407634774363114,1,0,False,healthy-1,0
c1_absent,77,5,8,1.0,False,,,,True,healthy,0.17788238813950397,1,0,False,healthy-1,0
c1_absent,78,5,8,1.0,False,,,,True,healthy,0.18880702072652067,1,0,False,healthy-1,0
c1_absent,79,5,8,1.0,False,,,,True,healthy,0.1672362488848096,1,0,False,healthy-1,0
c1_absent,80,5,8,1.0,False,,,,True,healthy,0.19402871960213197,1,0,False,healthy-1,0
c1_absent,81,5,8,1.0,False,,,,True,healthy,0.177713940894626,1,0,False,healthy-1,0
c1_absent,82,5,8,1.0,False,,,,True,healthy,0.16632342271558187,1,0,False,healthy-1,0
c1_absent,83,5,8,1.0,False,,,,True,healthy,0.19113578183481383,1,0,False,healthy-1,0
c1_absent,84,5,8,1.0,False,,,,True,healthy,0.19498382927622693,1,0,False,healthy-1,0
c1_absent,85,5,8,1.0,False,,,,True,healthy,0.18102002528706684,1,0,False,healthy-1,0
c1_absent,86,5,8,1.0,False,,,,True,healthy,0.18637006292797498,1,0,False,healthy-1,0
c1_absent,87,5,8,1.0,False,,,,True,healthy,0.18182871594408745,1,0,False,healthy-1,0
c1_absent,88,5,8,1.0,False,,,,True,healthy,0.18259195885937718,1,0,False,healthy-1,0
c1_absent,89,5,8,1.0,False,,,,True,healthy,0.1915358429945231,1,0,False,healthy-1,0
c2_phase1_fails,40,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4299557442049533,2,0,False,healthy-1,6
c2_phase1_fails,41,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.418003696935374,2,0,False,healthy-1,6
c2_phase1_fails,42,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4062607395878572,2,0,False,healthy-1,6
c2_phase1_fails,43,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4164038075818794,2,0,False,healthy-1,6
c2_phase1_fails,44,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.421548889184452,2,0,False,healthy-1,6
c2_phase1_fails,45,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4314870693950894,2,0,False,healthy-1,6
c2_phase1_fails,46,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.415966309065789,2,0,False,healthy-1,6
c2_phase1_fails,47,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4062630295934326,2,0,False,healthy-1,6
c2_phase1_fails,48,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4238900776068366,2,0,False,healthy-1,6
c2_phase1_fails,49,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4293487711540003,2,0,False,healthy-1,6
c2_phase1_fails,50,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4133211965665886,2,0,False,healthy-1,6
c2_phase1_fails,51,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.410781636765151,2,0,False,healthy-1,6
c2_phase1_fails,52,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4188843007278518,2,0,False,healthy-1,6
c2_phase1_fails,53,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4293187517597676,2,0,False,healthy-1,6
c2_phase1_fails,54,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.425143064596602,2,0,False,healthy-1,6
c2_phase1_fails,55,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4330666355018806,2,0,False,healthy-1,6
c2_phase1_fails,56,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.420386656209704,2,0,False,healthy-1,6
c2_phase1_fails,57,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4096268823798237,2,0,False,healthy-1,6
c2_phase1_fails,58,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4186601447785208,2,0,False,healthy-1,6
c2_phase1_fails,59,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.418833792852743,2,0,False,healthy-1,6
c2_phase1_fails,60,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.405109218886439,2,0,False,healthy-1,6
c2_phase1_fails,61,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4211323869835013,2,0,False,healthy-1,6
c2_phase1_fails,62,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4325787012730817,2,0,False,healthy-1,6
c2_phase1_fails,63,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4146454808673923,2,0,False,healthy-1,6
c2_phase1_fails,64,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.413729596803236,2,0,False,healthy-1,6
c2_phase1_fails,65,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4210724991846213,2,0,False,healthy-1,6
c2_phase1_fails,66,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4225704456865156,2,0,False,healthy-1,6
c2_phase1_fails,67,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.427995627269727,2,0,False,healthy-1,6
c2_phase1_fails,68,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.41747922960589,2,0,False,healthy-1,6
c2_phase1_fails,69,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.432534223901918,2,0,False,healthy-1,6
c2_phase1_fails,70,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.410859962553358,2,0,False,healthy-1,6
c2_phase1_fails,71,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4297449518123155,2,0,False,healthy-1,6
c2_phase1_fails,72,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4211203591307804,2,0,False,healthy-1,6
c2_phase1_fails,73,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.40924734033276,2,0,False,healthy-1,6
c2_phase1_fails,74,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4249740708281333,2,0,False,healthy-1,6
c2_phase1_fails,75,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.406723474672239,2,0,False,healthy-1,6
c2_phase1_fails,76,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.426275529233802,2,0,False,healthy-1,6
c2_phase1_fails,77,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.414172815479832,2,0,False,healthy-1,6
c2_phase1_fails,78,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4191318914102435,2,0,False,healthy-1,6
c2_phase1_fails,79,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.422869458738189,2,0,False,healthy-1,6
c2_phase1_fails,80,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4222916046782412,2,0,False,healthy-1,6
c2_phase1_fails,81,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4187669946158437,2,0,False,healthy-1,6
c2_phase1_fails,82,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4226851247076056,2,0,False,healthy-1,6
c2_phase1_fails,83,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4194224953824595,2,0,False,healthy-1,6
c2_phase1_fails,84,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4238842122951656,2,0,False,healthy-1,6
c2_phase1_fails,85,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4175306962447785,2,0,False,healthy-1,6
c2_phase1_fails,86,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4234590339617714,2,0,False,healthy-1,6
c2_phase1_fails,87,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4277052975847244,2,0,False,healthy-1,6
c2_phase1_fails,88,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4075736249448205,2,0,False,healthy-1,6
c2_phase1_fails,89,5,1,1.0,False,,"(0,1)","(0,1)",True,healthy,3.4133406529128134,2,0,False,healthy-1,6
c2_phase1_fails,40,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.671218592254391,3,0,False,healthy-1,12
c2_phase1_fails,41,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.667061355287181,3,0,False,healthy-1,12
c2_phase1_fails,42,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.668494373338461,3,0,False,healthy-1,12
c2_phase1_fails,43,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.657369282553699,3,0,False,healthy-1,12
c2_phase1_fails,44,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.6654025647953254,3,0,False,healthy-1,12
c2_phase1_fails,45,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.6731169143605875,3,0,False,healthy-1,12
c2_phase1_fails,46,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.66574540409165,3,0,False,healthy-1,12
c2_phase1_fails,47,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.652817734713514,3,0,False,healthy-1,12
c2_phase1_fails,48,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.667953758794637,3,0,False,healthy-1,12
c2_phase1_fails,49,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.670758548362899,3,0,False,healthy-1,12
c2_phase1_fails,50,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.6718837403826825,3,0,False,healthy-1,12
c2_phase1_fails,51,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.664748811835091,3,0,False,healthy-1,12
c2_phase1_fails,52,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.675924542409163,3,0,False,healthy-1,12
c2_phase1_fails,53,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.667777660015444,3,0,False,healthy-1,12
c2_phase1_fails,54,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.661288656722263,3,0,False,healthy-1,12
c2_phase1_fails,55,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.668539226171507,3,0,False,healthy-1,12
c2_phase1_fails,56,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.655518245852365,3,0,False,healthy-1,12
c2_phase1_fails,57,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.665291270973977,3,0,False,healthy-1,12
c2_phase1_fails,58,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.664762477921457,3,0,False,healthy-1,12
c2_phase1_fails,59,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.654986352688269,3,0,False,healthy-1,12
c2_phase1_fails,60,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.667444618542767,3,0,False,healthy-1,12
c2_phase1_fails,61,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.657647643129316,3,0,False,healthy-1,12
c2_phase1_fails,62,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.665444875602477,3,0,False,healthy-1,12
c2_phase1_fails,63,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.668153909734345,3,0,False,healthy-1,12
c2_phase1_fails,64,5,2,1.0,False,,"(0,1)","(0,1)",True,healthy,6.676310477560932,3,0,False,healthy-1,12
