scenario,mars_base_latency_s,blackout_start_s,blackout_duration_s,sim_end_s,reconcile_interval_s,global_timeout_s,global_max_rounds,seed,earth_success,earth_total,mars_success,mars_total,global_pre_success,global_pre_total,global_during_success,global_during_total,global_post_success,global_post_total,phase_timeout_s,pre_window_s,post_window_s,temporally_scaled,first_success_after_blackout_s,avg_global_latency_s,earth_local_avg_latency_s,earth_local_p95_latency_s,mars_local_avg_latency_s,mars_local_p95_latency_s,global_phase1_responses_earth,global_phase1_responses_leo,global_phase1_responses_moon,global_phase1_responses_mars,global_phase2_responses_earth,global_phase2_responses_leo,global_phase2_responses_moon,global_phase2_responses_mars,network_src_sent_earth,network_src_sent_leo,network_src_sent_moon,network_src_sent_mars,network_src_avg_oneway_s_earth,network_src_avg_oneway_s_leo,network_src_avg_oneway_s_moon,network_src_avg_oneway_s_mars
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,76,3796,3796,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,2073.161854,1496.631685,0.251002,0.264114,0.021089,0.022678,30,6,6,12,20,4,4,6,76087,10,10,50760,0.292100,0.022280,1.279224,0.269558
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,76,3796,3796,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,164.784522,1241.265883,0.251164,0.264428,0.021083,0.022655,35,7,7,18,30,6,6,15,76115,13,13,50769,0.340060,0.020785,1.277411,0.370748
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,77,3797,3797,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,2076.064269,1496.604074,0.250860,0.263710,0.021081,0.022638,30,6,6,12,20,4,4,6,76090,10,10,50760,0.292207,0.020854,1.280253,0.269570
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,77,3797,3797,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,154.226983,1239.762814,0.250895,0.263575,0.021091,0.022677,35,7,7,18,30,6,6,15,76135,13,13,50769,0.340693,0.019957,1.281453,0.370019
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,78,3796,3796,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,2079.971636,1498.091790,0.251010,0.263816,0.021074,0.022689,30,6,6,12,20,4,4,6,76086,10,10,50760,0.291902,0.019764,1.279145,0.269746
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,78,3796,3796,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,164.553487,1241.222306,0.251098,0.263686,0.021058,0.022698,35,7,7,18,30,6,6,15,76115,13,13,50769,0.340220,0.019666,1.281096,0.370909
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,79,3797,3797,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,2082.549701,1498.844128,0.250881,0.263597,0.021078,0.022671,30,6,6,12,20,4,4,6,76090,10,10,50760,0.292056,0.018344,1.277980,0.270061
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,79,3797,3797,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,148.464215,1238.372840,0.250942,0.263556,0.021091,0.022668,35,7,7,18,30,6,6,15,76135,13,13,50769,0.340671,0.019589,1.280227,0.369615
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,80,3797,3797,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,2074.624294,1495.989153,0.250878,0.263404,0.021081,0.022684,30,6,6,12,20,4,4,6,76090,10,10,50760,0.292143,0.020155,1.279451,0.269498
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,80,3797,3797,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,167.474512,1242.545786,0.250899,0.263487,0.021060,0.022678,35,7,7,18,30,6,6,15,76135,13,13,50769,0.340010,0.020294,1.280392,0.371365
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,81,3796,3796,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,2074.174489,1498.101816,0.251076,0.263590,0.021078,0.022670,30,6,6,12,20,4,4,6,76070,10,10,50760,0.292073,0.019863,1.281074,0.269779
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,81,3796,3796,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,153.556997,1239.133696,0.251098,0.263974,0.021079,0.022671,35,7,7,18,30,6,6,15,76115,13,13,50769,0.340427,0.019442,1.281311,0.370116
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,82,3796,3796,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,2084.384521,1498.087541,0.251161,0.263707,0.021067,0.022656,30,6,6,12,20,4,4,6,76070,10,10,50760,0.291898,0.019933,1.282084,0.269759
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,82,3796,3796,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,164.286825,1240.234777,0.251001,0.263564,0.021055,0.022634,35,7,7,18,30,6,6,15,76131,13,13,50769,0.340324,0.019248,1.279423,0.369972
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,83,3797,3797,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,2068.085143,1495.810247,0.250983,0.263698,0.021056,0.022646,30,6,6,12,20,4,4,6,76090,10,10,50760,0.292055,0.019266,1.278919,0.269711
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,83,3796,3796,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,158.499615,1241.068154,0.251150,0.264141,0.021053,0.022642,35,7,7,18,30,6,6,15,76115,13,13,50769,0.340175,0.018490,1.278818,0.371761
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,84,3796,3796,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,2081.409335,1497.377469,0.251313,0.263577,0.021079,0.022664,30,6,6,12,20,4,4,6,76070,10,10,50760,0.291992,0.020755,1.281129,0.269425
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,84,3796,3796,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,169.229619,1242.591836,0.251191,0.263640,0.021068,0.022670,35,7,7,18,30,6,6,15,76115,13,13,50769,0.340920,0.020402,1.278477,0.370633
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,85,3797,3797,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,2072.506728,1496.458652,0.250941,0.263904,0.021080,0.022614,30,6,6,12,20,4,4,6,76090,10,10,50760,0.291765,0.019597,1.281678,0.269673
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,85,3796,3796,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,146.048286,1238.809143,0.251134,0.263784,0.021079,0.022621,35,7,7,18,30,6,6,15,76115,13,13,50769,0.340426,0.018564,1.280937,0.369164
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,86,3796,3796,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,2081.495532,1498.003895,0.251421,0.264162,0.021086,0.022677,30,6,6,12,20,4,4,6,76070,10,10,50760,0.291897,0.020952,1.276543,0.269864
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,86,3796,3796,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,151.030470,1239.268614,0.251282,0.264253,0.021075,0.022673,35,7,7,18,30,6,6,15,76115,13,13,50769,0.340341,0.020716,1.279854,0.370452
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,87,3797,3797,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,2078.432937,1497.199766,0.250899,0.263560,0.021054,0.022636,30,6,6,12,20,4,4,6,76090,10,10,50760,0.292057,0.020532,1.278795,0.269470
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,87,3797,3797,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,163.740016,1241.337630,0.250818,0.263620,0.021062,0.022653,35,7,7,18,30,6,6,15,76135,13,13,50769,0.340575,0.020471,1.280663,0.370265
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,88,3797,3797,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,2074.295390,1497.223281,0.250971,0.263576,0.021070,0.022670,30,6,6,12,20,4,4,6,76090,10,10,50760,0.291713,0.018981,1.280068,0.269832
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,88,3797,3797,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,151.996716,1239.202237,0.250931,0.263867,0.021072,0.022690,35,7,7,18,30,6,6,15,76135,13,13,50769,0.339851,0.018818,1.279717,0.370426
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,89,3797,3797,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,2082.809035,1497.973236,0.250778,0.263227,0.021065,0.022634,30,6,6,12,20,4,4,6,76090,10,10,50760,0.291746,0.019122,1.279036,0.269504
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,89,3797,3797,4228,4228,2,2,0,0,2,2,1875.000000,3750.000000,3895.000000,1,171.473184,1242.624740,0.250909,0.263260,0.021076,0.022650,35,7,7,18,30,6,6,15,76135,13,13,50769,0.340308,0.020833,1.278695,0.370581
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,40,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3165.014086,1494.998029,0.250897,0.263520,0.021067,0.022690,30,6,6,9,15,3,3,3,84074,9,9,56106,0.215726,0.019848,1.276997,0.164116
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,40,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,937.036381,1055.676018,0.250995,0.263543,0.021053,0.022687,40,8,8,21,35,7,7,18,84145,15,15,56133,0.347589,0.021257,1.278786,0.361915
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,41,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3171.127185,1497.035728,0.251041,0.263831,0.021030,0.022622,30,6,6,9,15,3,3,3,84055,9,9,56106,0.215786,0.021904,1.281060,0.163943
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,41,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,934.588482,1053.877192,0.251218,0.264196,0.021054,0.022633,40,8,8,21,35,7,7,18,84145,15,15,56133,0.346209,0.020498,1.279560,0.360857
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,42,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3170.422928,1496.800976,0.251046,0.263886,0.021073,0.022621,30,6,6,9,15,3,3,3,84055,9,9,56106,0.215786,0.018825,1.279611,0.163928
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,42,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,982.699879,1061.939546,0.250992,0.264021,0.021076,0.022649,40,8,8,21,35,7,7,18,84145,15,15,56133,0.347747,0.020165,1.278426,0.361407
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,43,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3165.749707,1495.243236,0.251127,0.264177,0.021064,0.022709,30,6,6,9,15,3,3,3,84055,9,9,56106,0.216081,0.022235,1.280816,0.164000
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,43,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,948.462448,1055.880850,0.251036,0.263727,0.021082,0.022715,40,8,8,21,35,7,7,18,84145,15,15,56133,0.347223,0.021203,1.280598,0.361101
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,44,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3174.904623,1498.294874,0.250979,0.263716,0.021090,0.022672,30,6,6,9,15,3,3,3,84055,9,9,56106,0.215676,0.019724,1.283230,0.164393
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,44,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,931.359207,1053.675193,0.251225,0.263993,0.021092,0.022699,40,8,8,21,35,7,7,18,84145,15,15,56133,0.347508,0.019266,1.280010,0.360560
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,45,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3166.794571,1495.591524,0.250940,0.263917,0.021066,0.022622,30,6,6,9,15,3,3,3,84063,9,9,56106,0.215628,0.019041,1.280711,0.164270
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,45,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,955.584041,1057.139803,0.250982,0.263512,0.021067,0.022669,40,8,8,21,35,7,7,18,84145,15,15,56133,0.346656,0.020450,1.279460,0.361266
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,46,4197,4197,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3174.685460,1498.221820,0.250864,0.263577,0.021058,0.022597,30,6,6,9,15,3,3,3,84075,9,9,56106,0.215736,0.020855,1.282797,0.164249
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,46,4197,4197,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,940.817515,1055.628200,0.250664,0.263214,0.021067,0.022645,40,8,8,21,35,7,7,18,84165,15,15,56133,0.347148,0.020599,1.280487,0.360973
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,47,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3173.524264,1497.834755,0.251216,0.263954,0.021078,0.022654,30,6,6,9,15,3,3,3,84055,9,9,56106,0.216045,0.019999,1.276891,0.164348
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,47,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,945.371141,1055.874389,0.251185,0.263898,0.021063,0.022671,40,8,8,21,35,7,7,18,84145,15,15,56133,0.346797,0.020070,1.280164,0.360949
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,48,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3173.302545,1497.760848,0.251129,0.263941,0.021066,0.022661,30,6,6,9,15,3,3,3,84055,9,9,56106,0.215600,0.020884,1.283620,0.164509
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,48,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,958.252449,1058.185306,0.251156,0.263834,0.021078,0.022629,40,8,8,21,35,7,7,18,84145,15,15,56133,0.346919,0.021022,1.280418,0.360587
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,49,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3161.359562,1493.779854,0.250895,0.263325,0.021071,0.022728,30,6,6,9,15,3,3,3,84074,9,9,56106,0.215656,0.021731,1.281648,0.163944
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,49,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,951.149613,1056.328520,0.250915,0.263626,0.021068,0.022633,40,8,8,21,35,7,7,18,84161,15,15,56133,0.346885,0.018637,1.280576,0.360903
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,50,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3174.836724,1498.272241,0.251073,0.263619,0.021061,0.022645,30,6,6,9,15,3,3,3,84055,9,9,56106,0.216209,0.021021,1.279137,0.164102
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,50,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,957.979712,1057.766037,0.251073,0.263154,0.021057,0.022623,40,8,8,21,35,7,7,18,84145,15,15,56133,0.347356,0.021287,1.278303,0.362074
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,51,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3178.488294,1499.489431,0.250952,0.263825,0.021071,0.022649,30,6,6,9,15,3,3,3,84061,9,9,56106,0.216279,0.020772,1.282313,0.164066
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,51,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,971.643073,1060.106458,0.251096,0.263805,0.021071,0.022619,40,8,8,21,35,7,7,18,84145,15,15,56133,0.347512,0.020414,1.281010,0.361017
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,52,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3160.317527,1493.432509,0.251010,0.263464,0.021077,0.022635,30,6,6,9,15,3,3,3,84055,9,9,56106,0.215836,0.018304,1.276840,0.163926
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,52,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,942.758466,1056.057459,0.250986,0.263642,0.021066,0.022635,40,8,8,21,35,7,7,18,84145,15,15,56133,0.346857,0.018653,1.278453,0.361674
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,53,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3161.094437,1493.691479,0.250907,0.263338,0.021068,0.022674,30,6,6,9,15,3,3,3,84071,9,9,56106,0.215744,0.019777,1.276748,0.164054
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,53,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,974.679298,1059.543473,0.250930,0.263608,0.021078,0.022710,40,8,8,21,35,7,7,18,84155,15,15,56133,0.347184,0.020123,1.279178,0.362541
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,54,4197,4197,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3169.728312,1496.569437,0.250843,0.263329,0.021051,0.022611,30,6,6,9,15,3,3,3,84075,9,9,56106,0.215877,0.021491,1.279041,0.163994
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,54,4197,4197,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,953.639661,1057.448008,0.250805,0.263178,0.021040,0.022642,40,8,8,21,35,7,7,18,84165,15,15,56133,0.347610,0.021066,1.279123,0.361557
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,55,4197,4197,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3166.362160,1495.447387,0.250858,0.263477,0.021059,0.022657,30,6,6,9,15,3,3,3,84075,9,9,56106,0.215798,0.020446,1.279419,0.164019
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,55,4197,4197,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,938.799713,1054.328139,0.250812,0.263615,0.021052,0.022651,40,8,8,21,35,7,7,18,84165,15,15,56133,0.347077,0.019315,1.278186,0.360132
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,56,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3167.029665,1495.669888,0.251097,0.263950,0.021063,0.022654,30,6,6,9,15,3,3,3,84055,9,9,56106,0.215746,0.020917,1.280138,0.164003
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,56,4197,4197,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,940.692887,1055.143480,0.250884,0.263580,0.021097,0.022720,40,8,8,21,35,7,7,18,84165,15,15,56133,0.347454,0.020644,1.281875,0.360663
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,57,4197,4197,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3167.491979,1495.823993,0.250843,0.263483,0.021055,0.022666,30,6,6,9,15,3,3,3,84075,9,9,56106,0.216045,0.021036,1.279253,0.163923
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,57,4197,4197,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,964.548317,1058.848304,0.250825,0.263401,0.021075,0.022675,40,8,8,21,35,7,7,18,84165,15,15,56133,0.347551,0.020810,1.280013,0.361249
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,58,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3167.608663,1495.862888,0.250894,0.263502,0.021080,0.022708,30,6,6,9,15,3,3,3,84075,9,9,56106,0.215941,0.019211,1.279329,0.163752
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,58,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,931.782388,1054.374148,0.250979,0.263561,0.021080,0.022679,40,8,8,21,35,7,7,18,84145,15,15,56133,0.347420,0.020756,1.279276,0.360569
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,59,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3178.387943,1499.455981,0.250914,0.264070,0.021068,0.022664,30,6,6,9,15,3,3,3,84071,9,9,56106,0.216152,0.020154,1.281468,0.164268
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,59,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,953.752400,1057.033001,0.251210,0.263846,0.021045,0.022693,40,8,8,21,35,7,7,18,84145,15,15,56133,0.347707,0.018771,1.280039,0.360993
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,60,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3174.819080,1498.266360,0.251008,0.263818,0.021065,0.022614,30,6,6,9,15,3,3,3,84055,9,9,56106,0.215939,0.019333,1.278313,0.164036
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,60,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,939.801668,1055.368534,0.251162,0.263801,0.021065,0.022613,40,8,8,21,35,7,7,18,84145,15,15,56133,0.346996,0.018856,1.279871,0.360586
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,61,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3165.823771,1495.267924,0.250946,0.264382,0.021076,0.022645,30,6,6,9,15,3,3,3,84061,9,9,56106,0.215950,0.019946,1.280001,0.163954
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,61,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,942.795561,1055.988136,0.250902,0.264509,0.021075,0.022649,40,8,8,21,35,7,7,18,84163,15,15,56133,0.346972,0.018589,1.281582,0.361023
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,62,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3169.637642,1496.539214,0.251031,0.263720,0.021081,0.022699,30,6,6,9,15,3,3,3,84055,9,9,56106,0.215929,0.019866,1.280583,0.164012
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,62,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,935.795447,1055.111424,0.250998,0.263459,0.021054,0.022640,40,8,8,21,35,7,7,18,84145,15,15,56133,0.347176,0.019496,1.281969,0.361169
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,63,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3173.461614,1497.813871,0.251071,0.263837,0.021053,0.022638,30,6,6,9,15,3,3,3,84055,9,9,56106,0.216081,0.018010,1.280183,0.164014
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,63,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,969.422375,1059.314108,0.250959,0.264129,0.021056,0.022625,40,8,8,21,35,7,7,18,84145,15,15,56133,0.347353,0.020418,1.279732,0.362370
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,64,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3161.953744,1493.977915,0.251088,0.263858,0.021098,0.022660,30,6,6,9,15,3,3,3,84055,9,9,56106,0.215805,0.018905,1.281527,0.164053
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,64,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,957.260098,1057.346000,0.251121,0.263702,0.021094,0.022670,40,8,8,21,35,7,7,18,84145,15,15,56133,0.347347,0.019405,1.280516,0.361211
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,65,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3169.965339,1496.648446,0.251015,0.263584,0.021079,0.022662,30,6,6,9,15,3,3,3,84055,9,9,56106,0.215875,0.020545,1.281473,0.164138
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,65,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,961.672423,1058.471427,0.251079,0.263813,0.021095,0.022691,40,8,8,21,35,7,7,18,84145,15,15,56133,0.347341,0.020920,1.280252,0.362166
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,66,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3166.539563,1495.506521,0.250950,0.263572,0.021094,0.022652,30,6,6,9,15,3,3,3,84061,9,9,56106,0.215614,0.019402,1.282740,0.163992
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,66,4197,4197,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,964.483835,1058.886712,0.250891,0.264026,0.021075,0.022681,40,8,8,21,35,7,7,18,84165,15,15,56133,0.347208,0.019952,1.279342,0.361592
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,67,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3161.852476,1493.944159,0.250941,0.263488,0.021069,0.022686,30,6,6,9,15,3,3,3,84062,9,9,56106,0.215869,0.021292,1.278623,0.164373
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,67,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,954.146140,1057.366639,0.251016,0.263795,0.021081,0.022698,40,8,8,21,35,7,7,18,84145,15,15,56133,0.347037,0.020853,1.279928,0.362370
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,68,4196,4196,4674,4674,2,2,0,0,1,1,1875.000000,3750.000000,3895.000000,1,3172.182675,1497.387558,0.251081,0.263493,0.021092,0.022691,30,6,6,9,15,3,3,3,84055,9,9,56106,0.215752,0.019887,1.280250,0.164078
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,68,4196,4196,4674,4674,2,2,2,2,1,1,1875.000000,3750.000000,3895.000000,1,950.751261,1056.763673,0.251023,0.263866,0.021070,0.022671,40,8,8,21,35,7,7,18,84145,15,15,56133,0.346851,0.020957,1.281487,0.362084
