scenario,mars_base_latency_s,blackout_start_s,blackout_duration_s,sim_end_s,reconcile_interval_s,global_timeout_s,global_max_rounds,seed,earth_success,earth_total,mars_success,mars_total,global_pre_success,global_pre_total,global_during_success,global_during_total,global_post_success,global_post_total,phase_timeout_s,pre_window_s,post_window_s,temporally_scaled,first_success_after_blackout_s,avg_global_latency_s,earth_local_avg_latency_s,earth_local_p95_latency_s,mars_local_avg_latency_s,mars_local_p95_latency_s,global_phase1_responses_earth,global_phase1_responses_leo,global_phase1_responses_moon,global_phase1_responses_mars,global_phase2_responses_earth,global_phase2_responses_leo,global_phase2_responses_moon,global_phase2_responses_mars,network_src_sent_earth,network_src_sent_leo,network_src_sent_moon,network_src_sent_mars,network_src_avg_oneway_s_earth,network_src_avg_oneway_s_leo,network_src_avg_oneway_s_moon,network_src_avg_oneway_s_mars
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,88,1924,1924,2143,2143,2,2,1,1,4,4,500.000000,930.000000,2500.000000,1,214.145306,394.364913,0.251062,0.263967,0.021072,0.022671,45,9,9,24,40,8,8,21,38735,17,17,25767,0.313313,0.019401,1.281584,0.354979
blackout_only,186.0,600.0,900.0,4000.0,120.0,500.0,1,89,1924,1924,2143,2143,2,2,0,1,4,4,500.000000,930.000000,2500.000000,1,751.900402,368.054542,0.250737,0.263266,0.021067,0.022598,45,9,9,18,30,6,6,12,38705,15,15,25752,0.228573,0.019505,1.280702,0.220159
with_repeater,186.0,600.0,900.0,4000.0,120.0,500.0,1,89,1924,1924,2143,2143,2,2,1,1,4,4,500.000000,930.000000,2500.000000,1,209.219103,394.229072,0.250976,0.263244,0.021072,0.022647,45,9,9,24,40,8,8,21,38735,17,17,25767,0.313518,0.020602,1.280558,0.352685
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,40,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,472.897946,369.445329,0.250858,0.263738,0.021061,0.022633,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185667,0.018943,1.280031,0.176760
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,40,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,386.921455,406.150180,0.250621,0.263343,0.021058,0.022652,45,9,9,24,40,8,8,21,38735,17,17,25764,0.311789,0.020432,1.280083,0.363882
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,41,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,473.574979,368.140114,0.251221,0.263898,0.021062,0.022600,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185321,0.019309,1.278297,0.176008
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,41,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,391.117424,406.883782,0.250830,0.264114,0.021073,0.022620,45,9,9,24,40,8,8,21,38735,17,17,25764,0.310640,0.019741,1.279117,0.366137
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,42,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,473.811736,366.665549,0.250813,0.263483,0.021051,0.022622,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185647,0.018748,1.280182,0.176168
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,42,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,390.640242,406.550595,0.251173,0.264065,0.021055,0.022704,45,9,9,24,40,8,8,21,38735,17,17,25764,0.312171,0.019419,1.281430,0.365953
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,43,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,469.132338,365.873546,0.251218,0.263601,0.021098,0.022679,45,9,9,15,25,5,5,9,38690,14,14,25743,0.184744,0.019319,1.281567,0.175904
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,43,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,381.885892,406.055364,0.250971,0.263561,0.021083,0.022662,45,9,9,24,40,8,8,21,38735,17,17,25764,0.311030,0.020140,1.277930,0.365770
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,44,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,471.358142,367.131835,0.250805,0.263656,0.021073,0.022728,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185534,0.019409,1.282344,0.175122
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,44,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,396.968878,407.932412,0.251196,0.264585,0.021061,0.022736,45,9,9,24,40,8,8,21,38735,17,17,25764,0.311650,0.020920,1.279733,0.367515
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,45,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,474.127749,369.705664,0.250992,0.263531,0.021049,0.022606,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185563,0.019367,1.279647,0.177189
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,45,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,381.433235,405.657340,0.251207,0.264022,0.021052,0.022571,45,9,9,24,40,8,8,21,38735,17,17,25764,0.309813,0.019933,1.277981,0.367360
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,46,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,472.087510,366.050169,0.250934,0.263115,0.021052,0.022669,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185169,0.018991,1.278115,0.175795
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,46,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,394.668053,407.487609,0.250772,0.263549,0.021099,0.022693,45,9,9,24,40,8,8,21,38735,17,17,25764,0.311988,0.019917,1.278915,0.365299
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,47,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,477.652185,368.773261,0.251225,0.263953,0.021089,0.022649,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185451,0.020000,1.283278,0.177671
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,47,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,391.501814,407.381068,0.251353,0.263941,0.021097,0.022654,45,9,9,24,40,8,8,21,38735,17,17,25764,0.310946,0.020345,1.281582,0.368813
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,48,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,469.979998,366.282623,0.251027,0.263390,0.021097,0.022657,45,9,9,15,25,5,5,9,38690,14,14,25743,0.184716,0.020853,1.282009,0.176748
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,48,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,380.597853,405.256214,0.251061,0.263558,0.021084,0.022635,45,9,9,24,40,8,8,21,38735,17,17,25764,0.311080,0.020940,1.279972,0.364362
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,49,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,475.930357,367.928754,0.251127,0.263656,0.021023,0.022536,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185068,0.020513,1.279916,0.176659
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,49,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,372.495063,403.931504,0.250855,0.263659,0.021038,0.022499,45,9,9,24,40,8,8,21,38735,17,17,25764,0.309485,0.019077,1.279951,0.365648
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,50,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,470.835820,367.894151,0.251121,0.262952,0.021084,0.022710,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185129,0.019977,1.281759,0.177701
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,50,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,382.529452,406.743521,0.251153,0.263776,0.021068,0.022674,45,9,9,24,40,8,8,21,38735,17,17,25764,0.311337,0.019558,1.282811,0.366877
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,51,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,477.708797,369.023785,0.251155,0.264008,0.021052,0.022615,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185641,0.020151,1.279493,0.177123
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,51,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,395.846960,408.026733,0.251022,0.263744,0.021074,0.022638,45,9,9,24,40,8,8,21,38735,17,17,25764,0.310541,0.020643,1.282234,0.366402
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,52,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,469.422199,367.198237,0.250993,0.263812,0.021059,0.022667,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185190,0.020185,1.282521,0.176253
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,52,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,401.661760,408.747488,0.250868,0.263975,0.021066,0.022642,45,9,9,24,40,8,8,21,38735,17,17,25764,0.311305,0.020662,1.281118,0.365366
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,53,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,479.878045,367.869939,0.251083,0.263372,0.021102,0.022646,45,9,9,15,25,5,5,9,38690,14,14,25743,0.184855,0.020300,1.277931,0.177961
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,53,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,407.621064,409.217205,0.250769,0.263521,0.021076,0.022672,45,9,9,24,40,8,8,21,38735,17,17,25764,0.311568,0.019395,1.278647,0.365685
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,54,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,476.094102,368.868595,0.250946,0.263196,0.021069,0.022666,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185563,0.020191,1.281046,0.177243
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,54,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,379.398131,405.807301,0.251080,0.263574,0.021060,0.022623,45,9,9,24,40,8,8,21,38735,17,17,25764,0.310716,0.020423,1.281120,0.365721
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,55,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,477.278737,368.228959,0.250659,0.263671,0.021060,0.022616,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185177,0.020089,1.280658,0.177230
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,55,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,399.946754,408.316144,0.250825,0.263408,0.021050,0.022640,45,9,9,24,40,8,8,21,38735,17,17,25764,0.312305,0.020362,1.280833,0.367536
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,56,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,479.184666,368.728212,0.251168,0.264140,0.021087,0.022682,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185629,0.020185,1.278424,0.176995
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,56,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,393.272126,407.815016,0.250869,0.264176,0.021078,0.022650,45,9,9,24,40,8,8,21,38735,17,17,25764,0.311607,0.020076,1.282727,0.367569
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,57,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,477.003595,369.529309,0.250961,0.263597,0.021053,0.022630,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185121,0.019954,1.277912,0.177229
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,57,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,390.580333,406.601719,0.250766,0.263410,0.021069,0.022690,45,9,9,24,40,8,8,21,38735,17,17,25764,0.311609,0.020039,1.281075,0.368142
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,58,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,472.526996,368.019270,0.250935,0.263665,0.021084,0.022703,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185685,0.019835,1.280417,0.177347
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,58,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,399.798790,408.246761,0.250810,0.263318,0.021092,0.022695,45,9,9,24,40,8,8,21,38735,17,17,25764,0.313669,0.019136,1.283225,0.365354
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,59,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,478.454290,369.124395,0.251067,0.264108,0.021050,0.022639,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185530,0.021002,1.281056,0.177415
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,59,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,387.009991,406.338026,0.250804,0.263629,0.021090,0.022684,45,9,9,24,40,8,8,21,38735,17,17,25764,0.312983,0.019246,1.279121,0.365175
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,60,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,471.802579,368.715872,0.250480,0.262933,0.021063,0.022535,45,9,9,15,25,5,5,9,38698,14,14,25743,0.185447,0.019651,1.278796,0.176505
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,60,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,390.965498,407.091792,0.251203,0.263948,0.021028,0.022561,45,9,9,24,40,8,8,21,38735,17,17,25764,0.310657,0.021631,1.280360,0.366394
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,61,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,468.770272,367.074356,0.251011,0.263563,0.021050,0.022704,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185178,0.019372,1.279019,0.177824
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,61,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,406.159117,408.757548,0.250970,0.263680,0.021083,0.022658,45,9,9,24,40,8,8,21,38735,17,17,25764,0.311300,0.018606,1.279000,0.368061
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,62,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,476.641350,370.254636,0.251043,0.263570,0.021038,0.022581,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185384,0.019685,1.280530,0.178055
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,62,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,385.032832,406.757896,0.251251,0.264084,0.021051,0.022593,45,9,9,24,40,8,8,21,38735,17,17,25764,0.310601,0.018835,1.278613,0.365677
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,63,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,472.969290,368.609488,0.250868,0.263546,0.021033,0.022689,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185240,0.021331,1.280638,0.176716
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,63,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,399.725935,409.105420,0.251013,0.263959,0.021037,0.022714,45,9,9,24,40,8,8,21,38735,17,17,25764,0.310565,0.019330,1.280725,0.368828
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,64,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,483.504824,370.041011,0.251048,0.263612,0.021088,0.022657,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185778,0.020280,1.280125,0.177295
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,64,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,387.859886,407.109003,0.251195,0.263783,0.021040,0.022615,45,9,9,24,40,8,8,21,38735,17,17,25764,0.311817,0.018826,1.280467,0.365183
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,65,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,483.164159,370.486223,0.250656,0.263386,0.021090,0.022675,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185367,0.020617,1.279560,0.177689
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,65,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,404.672570,408.316853,0.250999,0.263712,0.021088,0.022694,45,9,9,24,40,8,8,21,38735,17,17,25764,0.311553,0.020096,1.281879,0.366931
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,66,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,469.814373,367.795817,0.250768,0.262764,0.021092,0.022712,45,9,9,15,25,5,5,9,38690,14,14,25743,0.184849,0.020216,1.279150,0.176820
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,66,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,386.375611,406.889059,0.251079,0.263423,0.021071,0.022643,45,9,9,24,40,8,8,21,38735,17,17,25764,0.310827,0.019763,1.280556,0.364848
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,67,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,476.245817,369.320449,0.251057,0.263711,0.021060,0.022681,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185663,0.019514,1.276788,0.176788
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,67,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,386.676154,407.130238,0.251163,0.263600,0.021049,0.022627,45,9,9,24,40,8,8,21,38735,17,17,25764,0.311579,0.020106,1.279141,0.365887
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,68,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,475.058805,367.965887,0.250907,0.264468,0.021069,0.022657,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185734,0.019813,1.282584,0.177229
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,68,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,395.304965,407.664127,0.250910,0.263333,0.021085,0.022645,45,9,9,24,40,8,8,21,38735,17,17,25764,0.310345,0.019253,1.280424,0.365437
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,69,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,470.966817,367.657951,0.250998,0.263698,0.021057,0.022679,45,9,9,15,25,5,5,9,38690,14,14,25743,0.184894,0.019990,1.283316,0.177626
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,69,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,392.086096,407.309532,0.250880,0.263824,0.021073,0.022731,45,9,9,24,40,8,8,21,38735,17,17,25764,0.310483,0.019212,1.280329,0.367363
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,70,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,473.703453,369.017440,0.250806,0.263674,0.021040,0.022600,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185421,0.019635,1.278274,0.176801
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,70,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,382.507129,405.980937,0.250812,0.263683,0.021054,0.022645,45,9,9,24,40,8,8,21,38735,17,17,25764,0.311423,0.020031,1.279876,0.366636
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,71,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,477.335068,369.241613,0.250975,0.263987,0.021057,0.022648,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185599,0.019350,1.279208,0.177466
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,71,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,403.017592,408.785326,0.250955,0.264128,0.021087,0.022630,45,9,9,24,40,8,8,21,38735,17,17,25764,0.311912,0.020372,1.279660,0.367585
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,72,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,470.925927,369.297498,0.251101,0.263862,0.021091,0.022616,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185607,0.020366,1.279549,0.177340
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,72,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,390.690966,406.871564,0.250955,0.263680,0.021089,0.022642,45,9,9,24,40,8,8,21,38735,17,17,25764,0.311037,0.019517,1.279568,0.366819
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,73,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,477.594579,369.314667,0.251052,0.263399,0.021025,0.022607,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185368,0.017936,1.281890,0.177733
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,73,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,385.282037,406.733990,0.251018,0.263782,0.021051,0.022697,45,9,9,24,40,8,8,21,38735,17,17,25764,0.311377,0.019399,1.279821,0.368061
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,74,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,478.155048,369.467325,0.251046,0.263664,0.021080,0.022642,45,9,9,15,25,5,5,9,38690,14,14,25743,0.186019,0.020078,1.280902,0.177254
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,74,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,398.255292,408.527630,0.251003,0.263724,0.021074,0.022772,45,9,9,24,40,8,8,21,38735,17,17,25764,0.310534,0.020525,1.281241,0.366688
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,75,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,478.861248,369.194265,0.251077,0.263772,0.021046,0.022625,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185958,0.019733,1.279422,0.177343
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,75,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,389.947112,407.432873,0.250977,0.263439,0.021054,0.022652,45,9,9,24,40,8,8,21,38735,17,17,25764,0.312980,0.020116,1.281121,0.365801
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,76,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,481.834339,369.852222,0.251020,0.264029,0.021052,0.022563,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185827,0.019537,1.278961,0.177735
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,76,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,411.281520,410.447249,0.251243,0.264070,0.021069,0.022606,45,9,9,24,40,8,8,21,38735,17,17,25764,0.311959,0.019743,1.280288,0.367236
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,77,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,472.177576,367.881678,0.250959,0.263913,0.021081,0.022623,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185581,0.020263,1.279552,0.176698
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,77,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,374.323408,405.179760,0.250934,0.263487,0.021076,0.022680,45,9,9,24,40,8,8,21,38735,17,17,25764,0.312174,0.020048,1.282015,0.365631
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,78,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,471.752854,367.491416,0.251063,0.264028,0.021086,0.022639,45,9,9,15,25,5,5,9,38690,14,14,25743,0.184908,0.019635,1.280152,0.176764
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,78,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,390.744751,407.722634,0.251153,0.263768,0.021076,0.022631,45,9,9,24,40,8,8,21,38735,17,17,25764,0.310845,0.020844,1.280233,0.366205
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,79,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,471.828226,367.019888,0.251079,0.263454,0.021047,0.022675,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185600,0.018997,1.279717,0.176648
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,79,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,387.018769,407.721362,0.251020,0.263928,0.021086,0.022624,45,9,9,24,40,8,8,21,38735,17,17,25764,0.312141,0.019580,1.280173,0.366871
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,80,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,471.632318,366.505777,0.251176,0.263647,0.021041,0.022672,45,9,9,15,25,5,5,9,38690,14,14,25743,0.186204,0.020794,1.280326,0.176855
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,80,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,404.982407,408.419308,0.251025,0.263623,0.021047,0.022634,45,9,9,24,40,8,8,21,38735,17,17,25764,0.312328,0.020753,1.279057,0.366327
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,81,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,478.112832,367.395441,0.250819,0.263514,0.021070,0.022678,45,9,9,15,25,5,5,9,38690,14,14,25743,0.184858,0.020367,1.282623,0.177585
with_repeater,186.0,600.0,1800.0,4000.0,120.0,500.0,1,81,1924,1924,2143,2143,2,2,3,3,3,3,500.000000,930.000000,1600.000000,1,382.811074,405.390961,0.250723,0.263370,0.021059,0.022632,45,9,9,24,40,8,8,21,38735,17,17,25764,0.310129,0.020564,1.281383,0.366253
blackout_only,186.0,600.0,1800.0,4000.0,120.0,500.0,1,82,1924,1924,2143,2143,2,2,0,3,3,3,500.000000,930.000000,1600.000000,1,481.704808,371.660391,0.251035,0.263483,0.021059,0.022613,45,9,9,15,25,5,5,9,38690,14,14,25743,0.185534,0.019964,1.279999,0.177957
