scenario,mars_base_latency_s,blackout_start_s,blackout_duration_s,sim_end_s,reconcile_interval_s,global_timeout_s,global_max_rounds,seed,earth_success,earth_total,mars_success,mars_total,global_pre_success,global_pre_total,global_during_success,global_during_total,global_post_success,global_post_total,phase_timeout_s,pre_window_s,post_window_s,temporally_scaled,first_success_after_blackout_s,avg_global_latency_s,earth_local_avg_latency_s,earth_local_p95_latency_s,mars_local_avg_latency_s,mars_local_p95_latency_s,global_phase1_responses_earth,global_phase1_responses_leo,global_phase1_responses_moon,global_phase1_responses_mars,global_phase2_responses_earth,global_phase2_responses_leo,global_phase2_responses_moon,global_phase2_responses_mars,network_src_sent_earth,network_src_sent_leo,network_src_sent_moon,network_src_sent_mars,network_src_avg_oneway_s_earth,network_src_avg_oneway_s_leo,network_src_avg_oneway_s_moon,network_src_avg_oneway_s_mars
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,40,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.325391,0.360062,0.250966,0.263580,0.021043,0.022688,180,36,36,45,180,36,36,87,39560,72,72,25908,0.958283,0.019343,1.279958,1.253921
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,40,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.319311,0.360114,0.250906,0.263586,0.021092,0.022765,180,36,36,50,180,36,36,99,39560,72,72,25926,1.071636,0.020002,1.279542,1.448958
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,41,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.323308,0.362538,0.251165,0.264279,0.021039,0.022585,180,36,36,44,180,36,36,87,39560,72,72,25908,0.960045,0.020187,1.279434,1.254119
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,41,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.347542,0.362413,0.250862,0.263708,0.021077,0.022680,180,36,36,53,180,36,36,99,39560,72,72,25926,1.069138,0.019884,1.279324,1.448944
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,42,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.344042,0.361177,0.251007,0.263504,0.021069,0.022612,180,36,36,44,180,36,36,87,39560,72,72,25908,0.961181,0.019849,1.278461,1.255671
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,42,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.323272,0.358204,0.250658,0.263106,0.021074,0.022703,180,36,36,50,180,36,36,99,39560,72,72,25926,1.068276,0.020288,1.278971,1.450611
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,43,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.330245,0.359398,0.250804,0.263904,0.021061,0.022594,180,36,36,45,180,36,36,87,39560,72,72,25908,0.961928,0.019734,1.279985,1.251035
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,43,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.346794,0.361215,0.250869,0.263135,0.021067,0.022648,180,36,36,49,180,36,36,99,39560,72,72,25926,1.069222,0.020057,1.280060,1.449872
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,44,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.333142,0.359828,0.250731,0.263619,0.021098,0.022699,180,36,36,43,180,36,36,87,39560,72,72,25908,0.959283,0.019921,1.279294,1.254045
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,44,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.336077,0.365277,0.250905,0.263875,0.021099,0.022665,180,36,36,60,180,36,36,99,39560,72,72,25926,1.068182,0.019601,1.280459,1.447084
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,45,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.376436,0.360615,0.250745,0.263198,0.021058,0.022624,180,36,36,44,180,36,36,87,39560,72,72,25908,0.961849,0.019960,1.280523,1.252935
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,45,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.327293,0.361666,0.251185,0.263996,0.021045,0.022677,180,36,36,47,180,36,36,99,39560,72,72,25926,1.068773,0.019485,1.279581,1.450458
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,46,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.347746,0.362317,0.250757,0.262963,0.021087,0.022617,180,36,36,51,180,36,36,87,39560,72,72,25908,0.960483,0.020144,1.278989,1.255857
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,46,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.338378,0.363427,0.250814,0.263176,0.021063,0.022658,180,36,36,49,180,36,36,99,39560,72,72,25926,1.067448,0.019667,1.279882,1.450707
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,47,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.392572,0.365142,0.251011,0.264103,0.021103,0.022658,180,36,36,46,180,36,36,87,39560,72,72,25908,0.958776,0.020424,1.281097,1.253556
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,47,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.359961,0.361696,0.251089,0.263792,0.021065,0.022635,180,36,36,47,180,36,36,99,39560,72,72,25926,1.069844,0.020077,1.279771,1.449160
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,48,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.277733,0.359689,0.251073,0.264011,0.021106,0.022649,180,36,36,47,180,36,36,87,39560,72,72,25908,0.961153,0.020040,1.279463,1.254021
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,48,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.301975,0.361679,0.251026,0.263954,0.021074,0.022673,180,36,36,58,180,36,36,99,39560,72,72,25926,1.069552,0.019561,1.279788,1.451365
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,49,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.333252,0.359894,0.251134,0.263368,0.021075,0.022703,180,36,36,43,180,36,36,87,39560,72,72,25908,0.960693,0.020373,1.279817,1.255640
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,49,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.336493,0.361215,0.250818,0.263459,0.021101,0.022653,180,36,36,46,180,36,36,99,39560,72,72,25926,1.067968,0.020188,1.279602,1.451945
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,50,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.383285,0.360676,0.251103,0.263752,0.021039,0.022635,180,36,36,40,180,36,36,87,39560,72,72,25908,0.963210,0.019922,1.279640,1.252204
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,50,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.344606,0.359832,0.251190,0.263753,0.021061,0.022671,180,36,36,43,180,36,36,99,39560,72,72,25926,1.068853,0.019776,1.280753,1.451294
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,51,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.271060,0.359273,0.251229,0.263664,0.021099,0.022704,180,36,36,41,180,36,36,87,39560,72,72,25908,0.961183,0.020172,1.281001,1.254163
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,51,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.300194,0.360426,0.251194,0.264480,0.021115,0.022807,180,36,36,50,180,36,36,99,39560,72,72,25926,1.069745,0.020026,1.278533,1.448720
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,52,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.388915,0.361868,0.250719,0.263243,0.021061,0.022704,180,36,36,46,180,36,36,87,39560,72,72,25908,0.959685,0.020321,1.280573,1.252789
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,52,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.349765,0.360805,0.250991,0.264151,0.021048,0.022693,180,36,36,51,180,36,36,99,39560,72,72,25926,1.070465,0.020065,1.279951,1.449202
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,53,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.327874,0.360708,0.250875,0.264316,0.021075,0.022644,180,36,36,37,180,36,36,87,39560,72,72,25908,0.959063,0.019993,1.280125,1.250131
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,53,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.231382,0.357028,0.251049,0.264320,0.021065,0.022683,180,36,36,54,180,36,36,99,39560,72,72,25926,1.069570,0.019397,1.279618,1.449363
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,54,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.374629,0.360737,0.250865,0.263463,0.021093,0.022715,180,36,36,47,180,36,36,87,39560,72,72,25908,0.961525,0.019797,1.281130,1.253761
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,54,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.304232,0.357813,0.250920,0.263842,0.021080,0.022668,180,36,36,58,180,36,36,99,39560,72,72,25926,1.069108,0.020250,1.279850,1.448214
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,55,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.279220,0.360509,0.250889,0.263624,0.021053,0.022673,180,36,36,55,180,36,36,87,39560,72,72,25908,0.960334,0.020350,1.279498,1.256430
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,55,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.322403,0.359873,0.250889,0.263245,0.021015,0.022601,180,36,36,52,180,36,36,99,39560,72,72,25926,1.070590,0.020063,1.279952,1.451951
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,56,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.344846,0.363594,0.251008,0.264349,0.021096,0.022677,180,36,36,39,180,36,36,87,39560,72,72,25908,0.960910,0.020564,1.279171,1.253283
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,56,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.312892,0.363696,0.251062,0.264442,0.021078,0.022705,180,36,36,52,180,36,36,99,39560,72,72,25926,1.070269,0.019289,1.278692,1.449755
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,57,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.295527,0.361332,0.251002,0.263735,0.021065,0.022633,180,36,36,35,180,36,36,87,39560,72,72,25908,0.960013,0.020161,1.280521,1.252228
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,57,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.314575,0.361637,0.251102,0.264054,0.021049,0.022611,180,36,36,51,180,36,36,99,39560,72,72,25926,1.068490,0.019947,1.279302,1.449504
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,58,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.363347,0.360437,0.250961,0.263848,0.021065,0.022661,180,36,36,50,180,36,36,87,39560,72,72,25908,0.961327,0.019684,1.279956,1.253492
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,58,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.350263,0.361062,0.251127,0.263857,0.021086,0.022745,180,36,36,49,180,36,36,99,39560,72,72,25926,1.069258,0.020086,1.279724,1.448870
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,59,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.308675,0.360417,0.251166,0.263710,0.021045,0.022697,180,36,36,46,180,36,36,87,39560,72,72,25908,0.960361,0.019492,1.280488,1.253076
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,59,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.378797,0.362173,0.251219,0.263866,0.021051,0.022630,180,36,36,48,180,36,36,99,39560,72,72,25926,1.069043,0.020216,1.279491,1.449668
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,60,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.286914,0.360114,0.250989,0.263662,0.021058,0.022679,180,36,36,32,180,36,36,87,39560,72,72,25908,0.959767,0.020061,1.281546,1.249729
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,60,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.336742,0.359474,0.250973,0.263635,0.021049,0.022640,180,36,36,44,180,36,36,99,39560,72,72,25926,1.069501,0.019678,1.280573,1.450324
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,61,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.391581,0.362633,0.250768,0.262947,0.021091,0.022692,180,36,36,44,180,36,36,87,39560,72,72,25908,0.961007,0.020027,1.279627,1.251898
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,61,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.445964,0.362363,0.250966,0.263530,0.021041,0.022638,180,36,36,46,180,36,36,99,39560,72,72,25926,1.068875,0.020446,1.280024,1.451179
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,62,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.343974,0.361579,0.250836,0.263732,0.021081,0.022651,180,36,36,46,180,36,36,87,39560,72,72,25908,0.960027,0.019955,1.280224,1.255491
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,62,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.312561,0.362627,0.251043,0.263279,0.021048,0.022665,180,36,36,54,180,36,36,99,39560,72,72,25926,1.069587,0.019934,1.280131,1.452192
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,63,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.281201,0.362133,0.251025,0.263256,0.021064,0.022651,180,36,36,42,180,36,36,87,39560,72,72,25908,0.960761,0.019911,1.279336,1.255383
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,63,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.317833,0.360174,0.250802,0.263188,0.021064,0.022685,180,36,36,49,180,36,36,99,39560,72,72,25926,1.069381,0.019979,1.279925,1.450254
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,64,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.282996,0.357278,0.251305,0.263804,0.021075,0.022582,180,36,36,48,180,36,36,87,39560,72,72,25908,0.959563,0.019819,1.280205,1.253421
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,64,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.281821,0.361343,0.250944,0.263302,0.021059,0.022623,180,36,36,55,180,36,36,99,39560,72,72,25926,1.068450,0.019744,1.280145,1.451568
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,65,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.290442,0.360538,0.250777,0.263401,0.021081,0.022645,180,36,36,50,180,36,36,87,39560,72,72,25908,0.960953,0.019861,1.280652,1.254014
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,65,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.327539,0.360220,0.250935,0.263662,0.021084,0.022607,180,36,36,55,180,36,36,99,39560,72,72,25926,1.069377,0.019273,1.280580,1.448619
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,66,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.374790,0.361555,0.250712,0.263399,0.021079,0.022666,180,36,36,45,180,36,36,87,39560,72,72,25908,0.961317,0.019846,1.279090,1.253596
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,66,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.363690,0.361820,0.250856,0.263146,0.021058,0.022660,180,36,36,54,180,36,36,99,39560,72,72,25926,1.067374,0.020278,1.278385,1.448967
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,67,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.324881,0.364930,0.250749,0.263387,0.021070,0.022601,180,36,36,49,180,36,36,87,39560,72,72,25908,0.959461,0.019898,1.279869,1.252417
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,67,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.321236,0.358540,0.250926,0.263659,0.021094,0.022640,180,36,36,61,180,36,36,99,39560,72,72,25926,1.071073,0.020466,1.280285,1.449855
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,68,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.346780,0.359404,0.250860,0.264048,0.021055,0.022624,180,36,36,48,180,36,36,87,39560,72,72,25908,0.959399,0.020152,1.280439,1.252909
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,68,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.297094,0.359116,0.250997,0.263838,0.021031,0.022671,180,36,36,54,180,36,36,99,39560,72,72,25926,1.067983,0.019713,1.280549,1.450117
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,69,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.286604,0.358433,0.250977,0.263450,0.021097,0.022616,180,36,36,46,180,36,36,87,39560,72,72,25908,0.959416,0.019794,1.279632,1.253483
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,69,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.290811,0.359954,0.251020,0.264000,0.021084,0.022741,180,36,36,49,180,36,36,99,39560,72,72,25926,1.065398,0.020249,1.279014,1.452870
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,70,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.319538,0.358415,0.251095,0.263935,0.021043,0.022692,180,36,36,49,180,36,36,87,39560,72,72,25908,0.960539,0.020098,1.279132,1.252690
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,70,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.280713,0.358553,0.250945,0.263598,0.021041,0.022601,180,36,36,48,180,36,36,99,39560,72,72,25926,1.069154,0.020444,1.280029,1.449579
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,71,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.293863,0.362049,0.250827,0.263493,0.021101,0.022601,180,36,36,43,180,36,36,87,39560,72,72,25908,0.959694,0.020904,1.279441,1.252555
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,71,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.300196,0.358813,0.250930,0.263561,0.021074,0.022669,180,36,36,45,180,36,36,99,39560,72,72,25926,1.068237,0.020753,1.280840,1.452096
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,72,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.315521,0.360671,0.251016,0.263694,0.021105,0.022671,180,36,36,50,180,36,36,87,39560,72,72,25908,0.961691,0.020125,1.279188,1.253669
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,72,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.317439,0.360103,0.251097,0.263209,0.021095,0.022622,180,36,36,48,180,36,36,99,39560,72,72,25926,1.069365,0.020233,1.278954,1.450619
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,73,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.364593,0.360921,0.250923,0.263365,0.021050,0.022660,180,36,36,35,180,36,36,87,39560,72,72,25908,0.961015,0.020026,1.280090,1.253580
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,73,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.291567,0.357265,0.250927,0.263233,0.021037,0.022624,180,36,36,50,180,36,36,99,39560,72,72,25926,1.071481,0.019808,1.280611,1.452923
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,74,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.390472,0.360631,0.251046,0.264021,0.021072,0.022657,180,36,36,43,180,36,36,87,39560,72,72,25908,0.959516,0.020373,1.280865,1.253581
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,74,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.379554,0.362875,0.251083,0.264057,0.021090,0.022691,180,36,36,49,180,36,36,99,39560,72,72,25926,1.067422,0.020593,1.280785,1.452291
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,75,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.356873,0.361881,0.250864,0.263563,0.021056,0.022629,180,36,36,43,180,36,36,87,39560,72,72,25908,0.959389,0.019950,1.279814,1.256101
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,75,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.320135,0.362839,0.250856,0.263081,0.021041,0.022580,180,36,36,47,180,36,36,99,39560,72,72,25926,1.068954,0.019778,1.279251,1.450773
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,76,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.327511,0.362891,0.251027,0.263087,0.021078,0.022604,180,36,36,52,180,36,36,87,39560,72,72,25908,0.962139,0.019939,1.280228,1.254059
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,76,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.297440,0.360859,0.250940,0.263908,0.021097,0.022735,180,36,36,51,180,36,36,99,39560,72,72,25926,1.070166,0.019630,1.279755,1.450535
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,77,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.282621,0.360747,0.251237,0.264063,0.021125,0.022754,180,36,36,45,180,36,36,87,39560,72,72,25908,0.962234,0.019943,1.279922,1.253787
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,77,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.333082,0.361717,0.251104,0.264176,0.021094,0.022696,180,36,36,56,180,36,36,99,39560,72,72,25926,1.069960,0.020173,1.280335,1.451352
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,78,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.340008,0.361277,0.251231,0.263809,0.021047,0.022597,180,36,36,44,180,36,36,87,39560,72,72,25908,0.959103,0.020213,1.279878,1.253961
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,78,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.333120,0.360583,0.251190,0.263742,0.021098,0.022685,180,36,36,52,180,36,36,99,39560,72,72,25926,1.070269,0.020020,1.280044,1.449331
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,79,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.269428,0.359642,0.251010,0.263548,0.021099,0.022702,180,36,36,42,180,36,36,87,39560,72,72,25908,0.960878,0.020287,1.279462,1.253168
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,79,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.302279,0.358958,0.251232,0.263632,0.021039,0.022643,180,36,36,50,180,36,36,99,39560,72,72,25926,1.069199,0.020191,1.279103,1.451113
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,80,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.280127,0.359933,0.251232,0.264083,0.021015,0.022568,180,36,36,42,180,36,36,87,39560,72,72,25908,0.958712,0.020123,1.280090,1.255230
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,80,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.305724,0.360798,0.250900,0.263210,0.021079,0.022612,180,36,36,43,180,36,36,99,39560,72,72,25926,1.068960,0.019921,1.279755,1.448851
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,81,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.283873,0.358389,0.251205,0.263849,0.021044,0.022648,180,36,36,46,180,36,36,87,39560,72,72,25908,0.958394,0.020347,1.280424,1.255698
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,81,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.299175,0.361876,0.251077,0.264338,0.021068,0.022654,180,36,36,51,180,36,36,99,39560,72,72,25926,1.066997,0.020327,1.279952,1.451216
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,82,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.331565,0.361601,0.250927,0.263606,0.021063,0.022654,180,36,36,53,180,36,36,87,39560,72,72,25908,0.959782,0.020259,1.280891,1.255474
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,82,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.269973,0.359826,0.251027,0.264300,0.021037,0.022703,180,36,36,59,180,36,36,99,39560,72,72,25926,1.069469,0.019686,1.279732,1.452498
blackout_only,186.0,600.0,300.0,4000.0,120.0,500.0,1,83,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.371053,0.362182,0.250621,0.263590,0.021100,0.022712,180,36,36,45,180,36,36,87,39560,72,72,25908,0.959432,0.020233,1.280583,1.252751
with_repeater,186.0,600.0,300.0,4000.0,120.0,500.0,1,83,1924,1924,2143,2143,8,8,3,3,25,25,500.000000,930.000000,3100.000000,1,94.384190,0.366053,0.250582,0.263241,0.021119,0.022761,180,36,36,52,180,36,36,99,39560,72,72,25926,1.069411,0.019485,1.279729,1.448021
