scenario,mars_base_latency_s,blackout_start_s,blackout_duration_s,sim_end_s,reconcile_interval_s,global_timeout_s,global_max_rounds,seed,earth_success,earth_total,mars_success,mars_total,global_pre_success,global_pre_total,global_during_success,global_during_total,global_post_success,global_post_total,first_success_after_blackout_s,avg_global_latency_s,earth_local_avg_latency_s,earth_local_p95_latency_s,mars_local_avg_latency_s,mars_local_p95_latency_s,global_phase1_responses_earth,global_phase1_responses_leo,global_phase1_responses_moon,global_phase1_responses_mars,global_phase2_responses_earth,global_phase2_responses_leo,global_phase2_responses_moon,global_phase2_responses_mars,network_src_sent_earth,network_src_sent_leo,network_src_sent_moon,network_src_sent_mars,network_src_avg_oneway_s_earth,network_src_avg_oneway_s_leo,network_src_avg_oneway_s_moon,network_src_avg_oneway_s_mars
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,65,1777,1777,1980,1980,5,5,8,8,21,21,62.590740,0.185491,0.251008,0.263678,0.021117,0.022674,121,28,24,27,170,34,34,63,36560,68,68,23928,2.835877,0.020069,1.280141,2.552121
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,66,1777,1777,1980,1980,5,5,8,8,21,21,62.535950,0.181539,0.250994,0.263696,0.021053,0.022629,119,22,26,10,170,34,34,24,36560,68,68,23880,2.525558,0.019794,1.279519,1.515694
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,66,1777,1777,1980,1980,5,5,8,8,21,21,62.527488,0.182671,0.251011,0.263675,0.021081,0.022678,125,18,27,34,170,34,34,63,36560,68,68,23928,2.837583,0.020162,1.280444,2.552746
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,67,1778,1778,1980,1980,5,5,8,8,21,21,62.553019,0.183587,0.250689,0.263839,0.021091,0.022606,124,24,18,12,170,34,34,24,36580,68,68,23880,2.524525,0.020149,1.279062,1.514378
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,67,1778,1778,1980,1980,5,5,8,8,21,21,62.534485,0.181472,0.250825,0.263385,0.021105,0.022728,120,24,18,28,170,34,34,63,36580,68,68,23928,2.837250,0.018998,1.280300,2.549179
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,68,1777,1777,1980,1980,5,5,8,8,21,21,62.567323,0.183260,0.250930,0.263717,0.021081,0.022689,117,27,20,10,170,34,34,24,36570,68,68,23880,2.524248,0.020405,1.279952,1.515566
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,68,1778,1778,1980,1980,5,5,8,8,21,21,62.550087,0.182119,0.250725,0.263669,0.021083,0.022683,132,25,20,40,170,34,34,63,36580,68,68,23928,2.835746,0.020082,1.280065,2.547057
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,69,1777,1777,1980,1980,5,5,8,8,21,21,62.600057,0.183274,0.251105,0.263606,0.021045,0.022685,129,23,23,14,170,34,34,24,36560,68,68,23880,2.524949,0.019709,1.279326,1.515452
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,69,1777,1777,1980,1980,5,5,8,8,21,21,62.572847,0.183074,0.250911,0.263768,0.021087,0.022599,131,19,21,38,170,34,34,63,36570,68,68,23928,2.832572,0.020479,1.280651,2.555337
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,70,1778,1778,1980,1980,5,5,8,8,21,21,62.572582,0.183684,0.250725,0.263107,0.021070,0.022681,132,27,22,13,170,34,34,24,36580,68,68,23880,2.522742,0.019461,1.280207,1.515695
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,70,1778,1778,1980,1980,5,5,8,8,21,21,62.571403,0.183996,0.250764,0.263247,0.021050,0.022709,120,24,23,30,170,34,34,63,36580,68,68,23928,2.834810,0.019971,1.279607,2.555140
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,71,1777,1777,1980,1980,5,5,8,8,21,21,62.542250,0.183393,0.251153,0.263737,0.021064,0.022586,128,26,22,12,170,34,34,24,36560,68,68,23880,2.524430,0.019849,1.280245,1.515893
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,71,1777,1777,1980,1980,5,5,8,8,21,21,62.519290,0.180955,0.251052,0.263584,0.021072,0.022680,123,22,17,34,170,34,34,63,36560,68,68,23928,2.835909,0.019879,1.279831,2.552234
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,72,1777,1777,1980,1980,5,5,8,8,21,21,62.537855,0.181958,0.250946,0.263784,0.021065,0.022660,120,25,22,5,170,34,34,24,36568,68,68,23880,2.525040,0.020036,1.278927,1.515542
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,72,1777,1777,1980,1980,5,5,8,8,21,21,62.572066,0.182605,0.251067,0.263953,0.021075,0.022721,117,29,22,31,170,34,34,63,36560,68,68,23928,2.834993,0.020519,1.279403,2.553245
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,73,1777,1777,1980,1980,5,5,8,8,21,21,62.571539,0.182238,0.250997,0.264063,0.021030,0.022645,125,17,23,14,170,34,34,24,36560,68,68,23880,2.526624,0.019409,1.279987,1.515309
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,73,1778,1778,1980,1980,5,5,8,8,21,21,62.577421,0.183405,0.250842,0.263561,0.021073,0.022648,120,22,19,34,170,34,34,63,36580,68,68,23928,2.835428,0.019497,1.280278,2.554607
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,74,1778,1778,1980,1980,5,5,8,8,21,21,62.552060,0.181988,0.250740,0.263934,0.021076,0.022719,118,24,23,8,170,34,34,24,36580,68,68,23880,2.523087,0.020142,1.279954,1.515048
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,74,1777,1777,1980,1980,5,5,8,8,21,21,62.553910,0.183090,0.250895,0.263315,0.021054,0.022602,122,24,25,25,170,34,34,63,36576,68,68,23928,2.834213,0.019899,1.280215,2.551275
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,75,1778,1778,1980,1980,5,5,8,8,21,21,62.563659,0.178856,0.250793,0.263690,0.021004,0.022608,124,24,26,13,170,34,34,24,36580,68,68,23880,2.523750,0.019404,1.280255,1.516004
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,75,1778,1778,1980,1980,5,5,8,8,21,21,62.521164,0.180827,0.250715,0.263652,0.021041,0.022644,125,21,22,34,170,34,34,63,36580,68,68,23928,2.839266,0.020478,1.279611,2.547659
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,76,1777,1777,1980,1980,5,5,8,8,21,21,62.580326,0.183764,0.250907,0.264004,0.021055,0.022676,127,28,24,14,170,34,34,24,36570,68,68,23880,2.524428,0.019881,1.280268,1.514776
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,76,1777,1777,1980,1980,5,5,8,8,21,21,62.573353,0.181547,0.251067,0.263908,0.021096,0.022658,126,26,20,36,170,34,34,63,36560,68,68,23928,2.834608,0.019062,1.279973,2.548320
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,77,1777,1777,1980,1980,5,5,8,8,21,21,62.609375,0.183454,0.250960,0.264174,0.021065,0.022649,122,22,22,12,170,34,34,24,36566,68,68,23880,2.525504,0.019767,1.279721,1.515396
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,77,1777,1777,1980,1980,5,5,8,8,21,21,62.565845,0.181971,0.251162,0.263650,0.021090,0.022760,115,26,18,27,170,34,34,63,36560,68,68,23928,2.837979,0.020056,1.280094,2.554102
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,78,1778,1778,1980,1980,5,5,8,8,21,21,62.526299,0.181187,0.250795,0.263150,0.021088,0.022663,126,28,20,13,170,34,34,24,36580,68,68,23880,2.523191,0.019982,1.280774,1.515432
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,78,1777,1777,1980,1980,5,5,8,8,21,21,62.545150,0.183701,0.251297,0.263981,0.021103,0.022668,123,26,18,32,170,34,34,63,36560,68,68,23928,2.838542,0.019822,1.279981,2.553554
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,79,1777,1777,1980,1980,5,5,8,8,21,21,62.547568,0.182674,0.250965,0.263913,0.021068,0.022698,120,25,22,12,170,34,34,24,36566,68,68,23880,2.525895,0.019997,1.278825,1.515582
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,79,1777,1777,1980,1980,5,5,8,8,21,21,62.581829,0.183449,0.251383,0.263867,0.021062,0.022582,117,28,20,29,170,34,34,63,36560,68,68,23928,2.839926,0.019777,1.278782,2.549306
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,80,1777,1777,1980,1980,5,5,8,8,21,21,62.540272,0.180487,0.251081,0.263630,0.021063,0.022691,120,21,18,11,170,34,34,24,36560,68,68,23880,2.524402,0.020492,1.280574,1.515620
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,80,1778,1778,1980,1980,5,5,8,8,21,21,62.484863,0.181513,0.250802,0.263276,0.021056,0.022659,119,22,25,37,170,34,34,63,36580,68,68,23928,2.833329,0.020640,1.280340,2.551646
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,81,1778,1778,1980,1980,5,5,8,8,21,21,62.599348,0.184098,0.250779,0.263191,0.021044,0.022618,125,23,20,13,170,34,34,24,36580,68,68,23880,2.523212,0.019991,1.279881,1.514008
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,81,1777,1777,1980,1980,5,5,8,8,21,21,62.545026,0.183469,0.251127,0.263529,0.021080,0.022670,127,26,18,36,170,34,34,63,36560,68,68,23928,2.839382,0.019672,1.280027,2.550151
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,82,1778,1778,1980,1980,5,5,8,8,21,21,62.500193,0.182232,0.250712,0.263212,0.021080,0.022729,127,25,21,15,170,34,34,24,36580,68,68,23880,2.522311,0.019743,1.279817,1.516285
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,82,1777,1777,1980,1980,5,5,8,8,21,21,62.517137,0.182665,0.251194,0.264362,0.021022,0.022619,124,27,19,30,170,34,34,63,36560,68,68,23928,2.835818,0.020560,1.280214,2.548200
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,83,1778,1778,1980,1980,5,5,8,8,21,21,62.552619,0.180962,0.250842,0.263547,0.021065,0.022672,119,24,14,13,170,34,34,24,36580,68,68,23880,2.523871,0.019868,1.278770,1.516276
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,83,1777,1777,1980,1980,5,5,8,8,21,21,62.575373,0.182880,0.251016,0.263562,0.021056,0.022673,125,27,19,31,170,34,34,63,36560,68,68,23928,2.836672,0.019891,1.279647,2.547051
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,84,1777,1777,1980,1980,5,5,8,8,21,21,62.607139,0.185613,0.251306,0.263688,0.021076,0.022722,128,27,17,9,170,34,34,24,36560,68,68,23880,2.524664,0.019824,1.279544,1.515526
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,84,1777,1777,1980,1980,5,5,8,8,21,21,62.604513,0.184182,0.251088,0.263387,0.021050,0.022653,127,22,19,30,170,34,34,63,36560,68,68,23928,2.836801,0.019981,1.279983,2.548808
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,85,1777,1777,1980,1980,5,5,8,8,21,21,62.581137,0.182742,0.251232,0.264004,0.021066,0.022639,125,26,23,16,170,34,34,24,36560,68,68,23880,2.524311,0.020104,1.279157,1.514668
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,85,1777,1777,1980,1980,5,5,8,8,21,21,62.493413,0.179193,0.251084,0.264049,0.021070,0.022620,123,26,19,30,170,34,34,63,36560,68,68,23928,2.837713,0.019800,1.278579,2.552182
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,86,1777,1777,1980,1980,5,5,8,8,21,21,62.608155,0.183364,0.251223,0.263572,0.021103,0.022750,127,27,25,10,170,34,34,24,36560,68,68,23880,2.525043,0.019689,1.280043,1.514923
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,86,1777,1777,1980,1980,5,5,8,8,21,21,62.540438,0.183206,0.251078,0.263922,0.021108,0.022697,133,28,19,33,170,34,34,63,36560,68,68,23928,2.836549,0.019931,1.278578,2.552315
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,87,1777,1777,1980,1980,5,5,8,8,21,21,62.557121,0.181349,0.251154,0.263623,0.021035,0.022620,131,25,21,14,170,34,34,24,36560,68,68,23880,2.524433,0.020446,1.278985,1.515330
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,87,1777,1777,1980,1980,5,5,8,8,21,21,62.603056,0.183859,0.250905,0.263292,0.021074,0.022634,121,27,21,36,170,34,34,63,36570,68,68,23928,2.836063,0.020305,1.279238,2.549758
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,88,1778,1778,1980,1980,5,5,8,8,21,21,62.589599,0.185955,0.250839,0.263300,0.021092,0.022605,128,22,21,11,170,34,34,24,36580,68,68,23880,2.525015,0.020390,1.280143,1.515300
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,88,1777,1777,1980,1980,5,5,8,8,21,21,62.569696,0.182230,0.251165,0.263546,0.021058,0.022600,126,24,22,25,170,34,34,63,36560,68,68,23928,2.837034,0.020308,1.280324,2.550377
blackout_only,750.0,600.0,900.0,4000.0,120.0,500.0,1,89,1777,1777,1980,1980,5,5,8,8,21,21,62.580897,0.183526,0.251106,0.263463,0.021080,0.022615,114,24,25,14,170,34,34,24,36560,68,68,23880,2.524311,0.020608,1.280402,1.515033
with_repeater,750.0,600.0,900.0,4000.0,120.0,500.0,1,89,1777,1777,1980,1980,5,5,8,8,21,21,62.577883,0.185045,0.251303,0.264187,0.021080,0.022688,130,27,24,34,170,34,34,63,36560,68,68,23928,2.836159,0.019483,1.279503,2.551737
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,40,1778,1778,1980,1980,5,5,15,15,14,14,3.778996,0.180676,0.250769,0.263437,0.021035,0.022615,134,26,20,2,170,34,34,3,36580,68,68,23838,1.662240,0.019640,1.280123,0.192831
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,40,1778,1778,1980,1980,5,5,15,15,14,14,3.835526,0.183432,0.250606,0.263778,0.021071,0.022640,128,25,25,25,170,34,34,63,36580,68,68,23928,2.248279,0.019612,1.281168,1.633768
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,41,1777,1777,1980,1980,5,5,15,15,14,14,3.812429,0.181506,0.251038,0.264428,0.021062,0.022649,120,23,23,2,170,34,34,3,36560,68,68,23838,1.662681,0.021010,1.278734,0.192432
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,41,1777,1777,1980,1980,5,5,15,15,14,14,3.853531,0.182913,0.251082,0.263511,0.021034,0.022637,120,27,24,34,170,34,34,63,36560,68,68,23928,2.253614,0.020289,1.280171,1.618742
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,42,1777,1777,1980,1980,5,5,15,15,14,14,3.845070,0.181310,0.250957,0.263601,0.021104,0.022752,118,24,18,1,170,34,34,3,36566,68,68,23838,1.664629,0.019989,1.280290,0.192541
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,42,1777,1777,1980,1980,5,5,15,15,14,14,3.795026,0.183005,0.251009,0.263403,0.021081,0.022786,131,28,19,30,170,34,34,63,36560,68,68,23928,2.249469,0.020212,1.279568,1.551818
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,43,1777,1777,1980,1980,5,5,15,15,14,14,3.885132,0.183894,0.251134,0.264785,0.021093,0.022695,137,23,26,0,170,34,34,3,36560,68,68,23838,1.663445,0.019867,1.279088,0.193046
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,43,1777,1777,1980,1980,5,5,15,15,14,14,3.765124,0.181516,0.250857,0.263263,0.021082,0.022695,134,21,21,28,170,34,34,63,36579,68,68,23928,2.250805,0.019920,1.279167,1.585199
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,44,1777,1777,1980,1980,5,5,15,15,14,14,3.786641,0.180654,0.251071,0.264064,0.021071,0.022671,127,24,20,2,170,34,34,3,36560,68,68,23838,1.662045,0.020762,1.278931,0.193534
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,44,1777,1777,1980,1980,5,5,15,15,14,14,3.826628,0.181295,0.251227,0.264177,0.021057,0.022648,133,26,21,28,170,34,34,63,36560,68,68,23928,2.249437,0.019999,1.280304,1.588079
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,45,1777,1777,1980,1980,5,5,15,15,14,14,3.845906,0.183686,0.250890,0.264097,0.021092,0.022678,132,27,20,1,170,34,34,3,36576,68,68,23838,1.662934,0.019943,1.280021,0.193317
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,45,1777,1777,1980,1980,5,5,15,15,14,14,3.856404,0.182742,0.251204,0.263670,0.021076,0.022666,120,24,20,29,170,34,34,63,36560,68,68,23928,2.252010,0.019884,1.279728,1.631928
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,46,1778,1778,1980,1980,5,5,15,15,14,14,3.810138,0.182284,0.250834,0.263858,0.021049,0.022607,116,23,21,1,170,34,34,3,36580,68,68,23838,1.663226,0.020075,1.280463,0.193090
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,46,1777,1777,1980,1980,5,5,15,15,14,14,3.817898,0.182078,0.250847,0.263674,0.021069,0.022626,121,28,20,36,170,34,34,63,36580,68,68,23928,2.250587,0.019363,1.279856,1.608947
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,47,1777,1777,1980,1980,5,5,15,15,14,14,3.853634,0.183457,0.251153,0.264038,0.021066,0.022687,113,28,20,1,170,34,34,3,36560,68,68,23838,1.662595,0.020263,1.279681,0.192304
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,47,1777,1777,1980,1980,5,5,15,15,14,14,3.874953,0.183045,0.250949,0.263649,0.021088,0.022649,112,29,19,34,170,34,34,63,36568,68,68,23928,2.248660,0.020264,1.279042,1.563664
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,48,1777,1777,1980,1980,5,5,15,15,14,14,3.840482,0.182895,0.251055,0.264011,0.021077,0.022580,123,25,18,2,170,34,34,3,36560,68,68,23838,1.662918,0.019602,1.279317,0.193045
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,48,1777,1777,1980,1980,5,5,15,15,14,14,3.844942,0.182484,0.250947,0.263839,0.021077,0.022638,126,28,22,33,170,34,34,63,36568,68,68,23928,2.252255,0.020026,1.280165,1.618017
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,49,1778,1778,1980,1980,5,5,15,15,14,14,3.842590,0.183664,0.250822,0.263526,0.021082,0.022640,130,22,23,1,170,34,34,3,36580,68,68,23838,1.661477,0.019731,1.279959,0.193140
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,49,1778,1778,1980,1980,5,5,15,15,14,14,3.883857,0.185482,0.250831,0.263029,0.021056,0.022676,132,27,21,36,170,34,34,63,36580,68,68,23928,2.249734,0.019705,1.280431,1.631466
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,50,1777,1777,1980,1980,5,5,15,15,14,14,3.929219,0.185887,0.251362,0.264044,0.021093,0.022594,126,25,20,1,170,34,34,3,36560,68,68,23838,1.662975,0.020058,1.280733,0.192929
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,50,1777,1777,1980,1980,5,5,15,15,14,14,3.867752,0.181589,0.251302,0.263947,0.021078,0.022726,124,25,21,30,170,34,34,63,36560,68,68,23928,2.252264,0.019664,1.281515,1.612426
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,51,1777,1777,1980,1980,5,5,15,15,14,14,3.864519,0.184039,0.251413,0.264250,0.021100,0.022743,123,29,15,2,170,34,34,3,36560,68,68,23838,1.662351,0.019779,1.279441,0.193050
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,51,1777,1777,1980,1980,5,5,15,15,14,14,3.809598,0.181406,0.251021,0.263353,0.021083,0.022720,122,21,23,30,170,34,34,63,36560,68,68,23928,2.247750,0.020760,1.280472,1.545227
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,52,1778,1778,1980,1980,5,5,15,15,14,14,3.866498,0.183530,0.250563,0.263991,0.021093,0.022668,131,29,19,1,170,34,34,3,36580,68,68,23838,1.661535,0.019437,1.280140,0.193497
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,52,1777,1777,1980,1980,5,5,15,15,14,14,3.885413,0.185383,0.250952,0.263624,0.021075,0.022666,131,21,18,42,170,34,34,63,36567,68,68,23928,2.252243,0.020436,1.279881,1.607456
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,53,1777,1777,1980,1980,5,5,15,15,14,14,3.807565,0.183245,0.250879,0.264104,0.021075,0.022662,117,24,18,1,170,34,34,3,36576,68,68,23838,1.660980,0.019971,1.279231,0.193038
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,53,1777,1777,1980,1980,5,5,15,15,14,14,3.749189,0.180699,0.251115,0.263819,0.021068,0.022685,118,21,23,36,170,34,34,63,36560,68,68,23928,2.248295,0.020186,1.279232,1.607328
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,54,1778,1778,1980,1980,5,5,15,15,14,14,3.883305,0.183685,0.250696,0.263724,0.021088,0.022697,127,24,16,1,170,34,34,3,36580,68,68,23838,1.662248,0.020378,1.280676,0.193290
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,54,1778,1778,1980,1980,5,5,15,15,14,14,3.893760,0.185189,0.250723,0.264097,0.021059,0.022689,126,22,22,30,170,34,34,63,36580,68,68,23928,2.251574,0.019972,1.279459,1.630442
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,55,1777,1777,1980,1980,5,5,15,15,14,14,3.798271,0.179976,0.250953,0.264052,0.021045,0.022635,120,24,15,1,170,34,34,3,36567,68,68,23838,1.663121,0.020936,1.278822,0.193427
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,55,1777,1777,1980,1980,5,5,15,15,14,14,3.821083,0.182213,0.250972,0.263976,0.021042,0.022579,122,22,20,29,170,34,34,63,36566,68,68,23928,2.248778,0.020335,1.280200,1.630323
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,56,1777,1777,1980,1980,5,5,15,15,14,14,3.758795,0.180183,0.251167,0.264191,0.021080,0.022714,118,23,21,1,170,34,34,3,36560,68,68,23838,1.662859,0.020237,1.280349,0.193425
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,56,1777,1777,1980,1980,5,5,15,15,14,14,3.829623,0.182302,0.251047,0.263957,0.021073,0.022685,124,26,22,27,170,34,34,63,36560,68,68,23928,2.247994,0.019948,1.280246,1.563313
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,57,1777,1777,1980,1980,5,5,15,15,14,14,3.840873,0.181698,0.250973,0.263714,0.021066,0.022615,130,30,21,1,170,34,34,3,36566,68,68,23838,1.662659,0.020187,1.279871,0.192896
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,57,1777,1777,1980,1980,5,5,15,15,14,14,3.906369,0.183190,0.250912,0.263714,0.021066,0.022665,123,25,18,28,170,34,34,63,36570,68,68,23928,2.250177,0.019655,1.279625,1.586866
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,58,1777,1777,1980,1980,5,5,15,15,14,14,3.877768,0.183742,0.251451,0.264282,0.021071,0.022739,127,27,24,3,170,34,34,3,36560,68,68,23838,1.664261,0.019946,1.279977,0.193248
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,58,1777,1777,1980,1980,5,5,15,15,14,14,3.902293,0.186071,0.251130,0.263804,0.021081,0.022682,120,26,24,32,170,34,34,63,36560,68,68,23928,2.251208,0.020014,1.278755,1.597422
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,59,1777,1777,1980,1980,5,5,15,15,14,14,3.825372,0.181692,0.250938,0.263849,0.021092,0.022680,112,23,17,1,170,34,34,3,36569,68,68,23838,1.663050,0.019364,1.280346,0.192835
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,59,1778,1778,1980,1980,5,5,15,15,14,14,3.828477,0.183007,0.250829,0.263925,0.021101,0.022687,108,25,21,35,170,34,34,63,36580,68,68,23928,2.246996,0.019974,1.279890,1.629606
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,60,1777,1777,1980,1980,5,5,15,15,14,14,3.838341,0.182376,0.251005,0.263906,0.021109,0.022690,119,21,23,1,170,34,34,3,36560,68,68,23838,1.662079,0.020140,1.279671,0.193220
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,60,1777,1777,1980,1980,5,5,15,15,14,14,3.826829,0.181817,0.251117,0.263626,0.021086,0.022702,124,18,20,26,170,34,34,63,36560,68,68,23928,2.248313,0.019693,1.279243,1.612230
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,61,1777,1777,1980,1980,5,5,15,15,14,14,3.880514,0.184493,0.251035,0.263962,0.021067,0.022648,133,26,19,1,170,34,34,3,36560,68,68,23838,1.662604,0.020105,1.278987,0.192406
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,61,1777,1777,1980,1980,5,5,15,15,14,14,3.831902,0.182215,0.251067,0.263255,0.021072,0.022585,115,28,16,35,170,34,34,63,36560,68,68,23928,2.250992,0.019574,1.280104,1.613825
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,62,1777,1777,1980,1980,5,5,15,15,14,14,3.843618,0.183299,0.251028,0.263665,0.021095,0.022671,121,22,21,0,170,34,34,3,36560,68,68,23838,1.662540,0.019913,1.279972,0.193379
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,62,1777,1777,1980,1980,5,5,15,15,14,14,3.846602,0.185303,0.251117,0.263864,0.021054,0.022596,127,22,22,31,170,34,34,63,36560,68,68,23928,2.247793,0.019980,1.280591,1.565849
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,63,1777,1777,1980,1980,5,5,15,15,14,14,3.764832,0.181039,0.250978,0.263461,0.021087,0.022646,119,22,23,2,170,34,34,3,36566,68,68,23838,1.661961,0.019676,1.280158,0.192844
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,63,1777,1777,1980,1980,5,5,15,15,14,14,3.832289,0.181870,0.250925,0.263458,0.021068,0.022649,129,23,17,35,170,34,34,63,36570,68,68,23928,2.249807,0.020208,1.280423,1.636642
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,64,1777,1777,1980,1980,5,5,15,15,14,14,3.880003,0.183909,0.251046,0.263669,0.021100,0.022624,117,26,22,1,170,34,34,3,36560,68,68,23838,1.663021,0.019691,1.280473,0.193560
with_repeater,750.0,600.0,1800.0,4000.0,120.0,500.0,1,64,1777,1777,1980,1980,5,5,15,15,14,14,3.828955,0.183320,0.251022,0.263558,0.021093,0.022637,129,24,18,33,170,34,34,63,36560,68,68,23928,2.249554,0.019705,1.278990,1.587644
blackout_only,750.0,600.0,1800.0,4000.0,120.0,500.0,1,65,1777,1777,1980,1980,5,5,15,15,14,14,3.876437,0.184027,0.250902,0.263836,0.021131,0.022722,109,25,19,2,170,34,34,3,36576,68,68,23838,1.663276,0.020154,1.279944,0.192951
